mode,query_id,query_type,case_type,run_status,used_decomposition,paper_reranking_enabled,num_subproblems_run,num_returned_equipment,original_query,top1_equipment,top1_match_label,top1_match_score,best_match_score_any_rank,best_match_label_any_rank,strict_top1_correct,relaxed_top1_correct,strict_found_anywhere,relaxed_found_anywhere,error,ndcg_at_1,strict_top3_correct,relaxed_top3_correct,ndcg_at_3,strict_top5_correct,relaxed_top5_correct,ndcg_at_5
direct_no_rerank_12papers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,False,False,1,2,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,SENJU time-of-flight Laue neutron single-crystal diffractometer,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
direct_no_rerank_12papers,subcellular_lipid_map,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,False,1,3,"I need to visualize cardiolipins and phosphatidylethanolamines at the subcellular level in individual cells and organelles, not just in whole tissue sections.",gas-cluster ion beam secondary-ion mass spectrometer,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
direct_no_rerank_12papers,summit-noci-001,specific,paper_grounded_local_candidate,completed,False,False,1,2,Which physical computing system did the authors use to run the GronOR nonorthogonal configuration interaction matrix-element calculations?,Titan supercomputer,no_match,0.0,2.0,acceptable_alternative,False,False,False,True,,0.0,False,True,0.52129602861432,False,True,0.52129602861432
direct_no_rerank_12papers,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,5,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?","correlative multimodal microscopy setup combining atomic force microscopy (AFM), scanning electron microscopy (SEM), and Raman spectroscopy",no_match,0.0,1.0,supporting_but_not_ideal,False,False,False,False,,0.0,False,False,0.04229741585226647,False,False,0.030569466390646793
direct_no_rerank_12papers,tmd_spin_valley_laser,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,1,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,polarization-resolved photoluminescence spectroscopy setup,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
direct_rerank_10papers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,4,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",oxygen transmission rate tester,no_match,0.0,3.0,must_have_or_best_match,False,False,True,True,,0.0,True,True,0.5307212739772436,True,True,0.4461670887324955
direct_rerank_10papers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,5,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",optical tweezers,no_match,0.0,3.0,must_have_or_best_match,False,False,True,True,,0.0,True,True,0.23463936301137825,True,True,0.16958010263680806
direct_rerank_10papers,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,True,1,1,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,atomic force microscope,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.6131471927654584,True,True,0.6131471927654584
direct_rerank_10papers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,0,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",,no_equipment_returned,0.0,0.0,no_equipment_returned,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
direct_rerank_10papers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,True,1,2,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",fluorescence polarization assay setup,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
direct_rerank_10papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,4,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",intraoperative near-infrared fluorescence imaging system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
direct_rerank_10papers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,False,True,1,2,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,grazing-incidence wide-angle X-ray scattering,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.7653606369886218,True,True,0.5531464700081437
direct_rerank_10papers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,1,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",Atom probe tomography system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
direct_rerank_10papers,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,3,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",oxygen transmission rate tester,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.7653606369886218,True,True,0.5531464700081437
direct_rerank_10papers,small_vesicle_nanomech,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,1,I have submicrometer extracellular vesicles and small liposomes and need a physical instrument that can measure their stiffness or bending rigidity without relying on optical observation alone.,Atomic force microscope,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
direct_rerank_10papers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,False,True,1,3,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,DMC constant-wavelength neutron diffractometer,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,1.0,True,True,0.781304342235672
direct_rerank_10papers,subcellular_lipid_map,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,0,"I need to visualize cardiolipins and phosphatidylethanolamines at the subcellular level in individual cells and organelles, not just in whole tissue sections.",,no_equipment_returned,0.0,0.0,no_equipment_returned,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
direct_rerank_10papers,summit-noci-001,specific,paper_grounded_local_candidate,completed,False,True,1,1,Which physical computing system did the authors use to run the GronOR nonorthogonal configuration interaction matrix-element calculations?,Oak Ridge Leadership Computing Facility (OLCF) high-performance computing system,supporting_but_not_ideal,1.0,1.0,supporting_but_not_ideal,False,False,False,False,,0.3333333333333333,False,False,0.27541155237618664,False,False,0.27541155237618664
direct_rerank_10papers,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,3,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",Raman spectrometer,no_match,0.0,1.0,supporting_but_not_ideal,False,False,False,False,,0.0,False,False,0.04229741585226647,False,False,0.030569466390646793
direct_rerank_10papers,tmd_spin_valley_laser,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,1,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,polarization-resolved photoluminescence spectroscopy system,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_no_rerank_12papers_2workers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,False,4,14,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",scanning electron microscope,no_match,0.0,3.0,must_have_or_best_match,False,False,True,True,,0.0,True,True,0.23463936301137825,True,True,0.2258108501420974
decomposition_no_rerank_12papers_2workers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,failed,,,0,0,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",,run_failed,,,run_failed,,,,,"{'type': 'DependencyError', 'message': 'cryptography>=3.1 is required for AES algorithm', 'traceback': 'Traceback (most recent call last):\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/main.py"", line 1099, in execute_query_record\n    record = run_decomposed_pipeline(\n        rerank_papers=not args.no_paper_reranking,\n    ...<15 lines>...\n        print_debug_tables=args.print_debug_tables,\n    )\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/main.py"", line 545, in run_decomposed_pipeline\n    pipeline_result = _call_main_pipeline(\n        query=subproblem_query,\n    ...<14 lines>...\n        rerank_papers=rerank_papers,\n    )\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/main.py"", line 479, in _call_main_pipeline\n    return main_pipeline.run(query=query, **supported_kwargs)\n           ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/equipment_recommender_rag/main_pipeline.py"", line 192, in run\n    candidate_chunks, paper_retrieval_records = retrieve_candidate_chunks_from_papers(\n                                                ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^\n        query=query,\n        ^^^^^^^^^^^^\n    ...<9 lines>...\n        verbose=retrieval_verbose,\n        ^^^^^^^^^^^^^^^^^^^^^^^^^^\n    )\n    ^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/equipment_recommender_rag/literature_search/retrieve_candidate_chunks.py"", line 287, in retrieve_candidate_chunks_from_papers\n    full_text_result = retrieve_full_text(\n        doi=doi,\n        arxiv_id=None,\n        url=url,\n    )\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/equipment_recommender_rag/full_text_chunking/retrieve_full_text.py"", line 435, in retrieve_full_text\n    pdf_result = fetch_from_pdf_candidates(pdf_urls)\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/equipment_recommender_rag/full_text_chunking/retrieve_full_text.py"", line 367, in fetch_from_pdf_candidates\n    text = extract_text_from_pdf_bytes(pdf_bytes)\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/equipment_recommender_rag/full_text_chunking/retrieve_full_text.py"", line 56, in extract_text_from_pdf_bytes\n    for page_index, page in enumerate(reader.pages):\n                            ~~~~~~~~~^^^^^^^^^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_page.py"", line 2279, in __iter__\n    for i in range(len(self)):\n                   ~~~^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_page.py"", line 2204, in __len__\n    return self.length_function()\n           ~~~~~~~~~~~~~~~~~~~~^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_doc_common.py"", line 349, in get_num_pages\n    return self.root_object[""/Pages""][""/Count""]  # type: ignore[no-any-return, index]\n           ^^^^^^^^^^^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_reader.py"", line 226, in root_object\n    if is_null_or_none(root):\n       ~~~~~~~~~~~~~~~^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/generic/_base.py"", line 957, in is_null_or_none\n    and (x.get_object() is None or isinstance(x.get_object(), NullObject))\n         ~~~~~~~~~~~~^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/generic/_base.py"", line 388, in get_object\n    obj: Optional[PdfObject] = self.pdf.get_object(self)\n                               ~~~~~~~~~~~~~~~~~~~^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_reader.py"", line 547, in get_object\n    retval = self._encryption.decrypt_object(\n        retval, indirect_reference.idnum, indirect_reference.generation,\n        strict=self.strict,\n    )\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_encryption.py"", line 944, in decrypt_object\n    return cf.decrypt_object(obj, strict=strict)\n           ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_encryption.py"", line 106, in decrypt_object\n    obj[key] = self.decrypt_object(value, strict=strict)\n               ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_encryption.py"", line 98, in decrypt_object\n    data = self.str_crypt.decrypt(obj.original_bytes, strict=strict)\n  File ""/Users/Ippe/dev/thesisAI/equipment_recommender_rag/.venv/lib/python3.13/site-packages/pypdf/_crypt_providers/_fallback.py"", line 69, in decrypt\n    raise DependencyError(_DEPENDENCY_ERROR_STR)\npypdf.errors.DependencyError: cryptography>=3.1 is required for AES algorithm\n'}",,,,,,,
decomposition_no_rerank_12papers_2workers,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,False,1,1,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,atomic force microscope,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.6131471927654584,True,True,0.6131471927654584
decomposition_no_rerank_12papers_2workers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,False,4,8,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",scanning electron microscope,supporting_but_not_ideal,1.0,3.0,must_have_or_best_match,False,False,True,True,,0.14285714285714285,True,True,0.30167918101462915,True,True,0.28063228189419887
decomposition_no_rerank_12papers_2workers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,False,1,2,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",fluorescence polarization assay setup,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_no_rerank_12papers_2workers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,False,4,17,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",fluorescence molecular imaging system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,1.0,True,True,0.8687949224876581
decomposition_no_rerank_12papers_2workers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,True,False,2,7,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,grazing-incidence wide-angle X-ray scattering,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.7988805459902473,True,True,0.5773721989562591
decomposition_no_rerank_12papers_2workers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,1,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",atom probe tomography system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
decomposition_no_rerank_12papers_2workers,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,False,1,2,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",gas permeability tester,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_no_rerank_12papers_2workers,small_vesicle_nanomech,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,2,I have submicrometer extracellular vesicles and small liposomes and need a physical instrument that can measure their stiffness or bending rigidity without relying on optical observation alone.,Atomic force microscope,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
decomposition_no_rerank_12papers_2workers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,False,False,1,3,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,SENJU time-of-flight single-crystal neutron diffractometer,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.7653606369886218,True,True,0.5979795890554701
decomposition_no_rerank_12papers_2workers,subcellular_lipid_map,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,False,1,3,"I need to visualize cardiolipins and phosphatidylethanolamines at the subcellular level in individual cells and organelles, not just in whole tissue sections.",PRM-SRS microscopy platform,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_no_rerank_12papers_2workers,summit-noci-001,specific,paper_grounded_local_candidate,completed,False,False,1,1,Which physical computing system did the authors use to run the GronOR nonorthogonal configuration interaction matrix-element calculations?,Summit supercomputer,acceptable_alternative,2.0,2.0,acceptable_alternative,False,True,False,True,,1.0,False,True,0.8262346571285599,False,True,0.8262346571285599
decomposition_no_rerank_12papers_2workers,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,True,False,4,13,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",atomic force microscope,supporting_but_not_ideal,1.0,3.0,must_have_or_best_match,False,False,True,True,,0.14285714285714285,False,False,0.06703981800325093,False,False,0.04845145789623087
decomposition_no_rerank_12papers_2workers,tmd_spin_valley_laser,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,3,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,polarization-resolved photoluminescence spectroscopy setup,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_rerank_10papers_2workers,PET_packaging_barrier,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,True,4,8,"We need to evaluate a biobased PET replacement for bottle and film packaging, but the candidate has poor gas barrier performance and also shows haze/discoloration concerns. What physical equipment should we use to measure whether it can actually replace PET in transparent packaging?",CIELAB color measurement system,no_match,0.0,3.0,must_have_or_best_match,False,False,True,True,,0.0,True,True,0.5307212739772436,True,True,0.5773721662448373
decomposition_rerank_10papers_2workers,acoustic_particles_diagnostic,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,6,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",standing surface acoustic wave (SSAW) microfluidic device,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_rerank_10papers_2workers,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,True,1,2,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,atomic force microscope,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.6131471927654584,True,True,0.6131471927654584
decomposition_rerank_10papers_2workers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,True,4,14,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",atomic force microscope,acceptable_alternative,2.0,3.0,must_have_or_best_match,False,True,True,True,,0.42857142857142855,False,True,0.34397659686689563,False,True,0.2694679340440724
decomposition_rerank_10papers_2workers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,True,1,0,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",,no_equipment_returned,0.0,0.0,no_equipment_returned,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_rerank_10papers_2workers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,True,4,17,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",fluorescence imaging system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,1.0,True,True,0.7414701551467148
decomposition_rerank_10papers_2workers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,True,True,3,10,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,GIWAXS system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.5450960508766485,True,True,0.5400237504550848
decomposition_rerank_10papers_2workers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,True,True,5,8,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",atom probe tomography system,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.4852285551163225
decomposition_rerank_10papers_2workers,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,1,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",gas permeability measurement setup,no_match,0.0,0.0,no_match,False,False,False,False,,0.0,False,False,0.0,False,False,0.0
decomposition_rerank_10papers_2workers,small_vesicle_nanomech,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,2,I have submicrometer extracellular vesicles and small liposomes and need a physical instrument that can measure their stiffness or bending rigidity without relying on optical observation alone.,atomic force microscope,must_have_or_best_match,3.0,3.0,must_have_or_best_match,True,True,True,True,,1.0,True,True,0.4692787260227565,True,True,0.3391602052736161
decomposition_rerank_10papers_2workers,sr3fe2o7_neutron_diffraction_setup,specific,paper_grounded_local_candidate,completed,False,True,1,4,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,DMC cold-neutron single-crystal diffractometer,no_match,0.0,3.0,must_have_or_best_match,False,False,True,True,,0.0,True,True,0.23463936301137825,True,True,0.3412321005988093
decomposition_rerank_10papers_2workers,subcellular_lipid_map,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,2,"I need to visualize cardiolipins and phosphatidylethanolamines at the subcellular level in individual cells and organelles, not just in whole tissue sections.",Gas-cluster ion beam secondary-ion mass spectrometry (GCIB-SIMS) imaging system,acceptable_alternative,2.0,2.0,acceptable_alternative,False,True,False,True,,0.42857142857142855,False,True,0.20111945400975278,False,True,0.1453543736886926
