run_name,query_id,query_type,case_type,run_status,used_decomposition,paper_reranking_enabled,num_subproblems_run,num_returned_equipment,has_returned_equipment,num_evidence_quotes,num_supporting_papers,original_query,num_papers_attempted,num_papers_with_chunks,num_full_text_success,num_fallback_used,num_skipped,num_pdf_used,num_html_used,num_ar5iv_used,num_abstract_fallback_used,num_tldr_metadata_fallback_used,num_metadata_fallback_used,full_text_success_fraction,fallback_fraction,skipped_fraction,used_source_type_counts,fallback_source_type_counts,top1_equipment,top1_output_score,top1_match_label,best_output_score_any_rank,best_match_label_any_rank,error,match_scores,match_labels,matched_expected_names,ndcg_at_1,hit_at_1,strict_hit_at_1,must_have_recall_at_1,relevant_recall_at_1,clearly_not_suitable_at_1,ndcg_at_3,hit_at_3,strict_hit_at_3,must_have_recall_at_3,relevant_recall_at_3,clearly_not_suitable_at_3,ndcg_at_5,hit_at_5,strict_hit_at_5,must_have_recall_at_5,relevant_recall_at_5,clearly_not_suitable_at_5
direct_no_rerank_12papers,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,False,1,1,True,2,1,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,11,11,1,10,0,0,0,0,8,0,2,0.09090909090909091,0.9090909090909091,0.0,"{'publisher_html': 1, 'metadata': 2, 'abstract': 8}","{'metadata': 2, 'abstract': 8}",atomic force microscope,3,must_have,3,must_have,,[3],['must_have'],['atomic force microscope'],1.0,True,True,0.3333333333333333,0.3333333333333333,False,0.4692787260227565,True,True,0.3333333333333333,0.3333333333333333,False,0.4692787260227565,True,True,0.3333333333333333,0.3333333333333333,False
direct_rerank_10papers,afm-grease-microstructure,specific,paper_grounded_local_candidate,completed,False,True,1,1,True,2,1,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,10,10,3,7,0,1,0,0,5,0,2,0.3,0.7,0.0,"{'abstract': 5, 'publisher_html': 2, 'metadata': 2, 'pdf': 1}","{'abstract': 5, 'metadata': 2}",atomic force microscope,3,must_have,3,must_have,,[3],['must_have'],['atomic force microscope'],1.0,True,True,0.3333333333333333,0.3333333333333333,False,0.4692787260227565,True,True,0.3333333333333333,0.3333333333333333,False,0.4692787260227565,True,True,0.3333333333333333,0.3333333333333333,False
decomposition_no_rerank_12papers_2workers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,False,4,8,True,21,13,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",48,48,8,40,0,7,0,0,22,12,6,0.16666666666666666,0.8333333333333334,0.0,"{'abstract': 22, 'tldr_metadata': 12, 'metadata': 6, 'pdf': 7, 'publisher_html': 1}","{'abstract': 22, 'tldr_metadata': 12, 'metadata': 6}",scanning electron microscope,1,supporting_but_not_ideal,3,must_have,,"[1, 0, 3, 2, 0, 2, 0, 0]","['supporting_but_not_ideal', 'no_match', 'must_have', 'acceptable_alternatives', 'no_match', 'acceptable_alternatives', 'no_match', 'no_match']","['Scanning electron microscope', None, 'Quartz crystal microbalance with dissipation monitoring', 'Confocal fluorescence microscope', None, 'Atomic force microscope', None, None]",0.14285714285714285,False,False,0.0,0.0,False,0.30167918101462915,True,True,0.3333333333333333,0.1,False,0.28063228189419887,True,True,0.3333333333333333,0.2,False
decomposition_rerank_10papers_2workers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,True,4,14,True,23,23,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",40,40,6,34,0,3,0,0,28,6,0,0.15,0.85,0.0,"{'tldr_metadata': 6, 'abstract': 28, 'publisher_html': 3, 'pdf': 3}","{'tldr_metadata': 6, 'abstract': 28}",atomic force microscope,2,acceptable_alternative,3,must_have,,"[2, 1, 2, 1, 0, 3, 0, 3, 0, 0, 1, 0, 0, 0]","['acceptable_alternatives', 'supporting_but_not_ideal', 'acceptable_alternatives', 'supporting_but_not_ideal', 'no_match', 'must_have', 'no_match', 'best_match', 'no_match', 'no_match', 'supporting_but_not_ideal', 'no_match', 'no_match', 'no_match']","['Atomic force microscope', 'Scanning electron microscope', 'Confocal fluorescence microscope', 'Contact angle goniometer', None, 'Quartz crystal microbalance with dissipation monitoring', None, 'Surface plasmon resonance', None, None, 'sem', None, None, None]",0.42857142857142855,True,False,0.0,0.1,False,0.34397659686689563,True,False,0.0,0.2,False,0.2694679340440724,True,False,0.0,0.2,False
direct_no_rerank_12papers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,False,1,0,False,0,0,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",12,12,1,11,0,0,0,0,4,7,0,0.08333333333333333,0.9166666666666666,0.0,"{'abstract': 4, 'tldr_metadata': 7, 'publisher_html': 1}","{'abstract': 4, 'tldr_metadata': 7}",,0,no_equipment_returned,0,no_equipment_returned,,[],[],[],0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False
direct_rerank_10papers,antifouling_01,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,0,False,0,0,"I’m screening a new antifouling coating and need to verify whether it actually prevents protein and cell attachment, since the coating is intended to be fouling-resistant rather than biocidal.",10,10,0,10,0,0,0,0,7,3,0,0.0,1.0,0.0,"{'tldr_metadata': 3, 'abstract': 7}","{'tldr_metadata': 3, 'abstract': 7}",,0,no_equipment_returned,0,no_equipment_returned,,[],[],[],0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False
decomposition_no_rerank_12papers_2workers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,False,1,2,True,4,2,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",8,8,2,6,0,2,0,0,6,0,0,0.25,0.75,0.0,"{'abstract': 6, 'pdf': 2}",{'abstract': 6},fluorescence polarization assay setup,0,no_match,0,no_match,,"[0, 0]","['no_match', 'no_match']","[None, None]",0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False
decomposition_rerank_10papers_2workers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,True,1,0,False,0,0,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",10,10,7,3,0,5,0,0,3,0,0,0.7,0.3,0.0,"{'abstract': 3, 'pdf': 5, 'publisher_html': 2}",{'abstract': 3},,0,no_equipment_returned,0,no_equipment_returned,,[],[],[],0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False
direct_no_rerank_12papers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,False,1,3,True,6,3,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",8,8,2,6,0,2,0,0,5,1,0,0.25,0.75,0.0,"{'abstract': 5, 'pdf': 2, 'tldr_metadata': 1}","{'abstract': 5, 'tldr_metadata': 1}",fluorescence polarization reader,3,must_have,3,must_have,,"[3, 0, 0]","['must_have', 'no_match', 'no_match']","['fluorescence polarization reader', None, None]",1.0,True,True,0.2,0.16666666666666666,False,0.4692787260227565,True,True,0.2,0.16666666666666666,False,0.3391602052736161,True,True,0.2,0.16666666666666666,False
direct_rerank_10papers,dnaJB8-hsp70-fp,specific,paper_grounded_local_candidate,completed,False,True,1,2,True,4,2,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",10,10,4,6,0,2,0,0,6,0,0,0.4,0.6,0.0,"{'abstract': 6, 'pdf': 2, 'publisher_html': 2}",{'abstract': 6},fluorescence polarization assay setup,0,no_match,0,no_match,,"[0, 0]","['no_match', 'no_match']","[None, None]",0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False
decomposition_no_rerank_12papers_2workers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,False,4,17,True,41,21,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",47,47,20,27,0,16,0,0,23,3,1,0.425531914893617,0.574468085106383,0.0,"{'abstract': 23, 'pdf': 16, 'publisher_html': 4, 'tldr_metadata': 3, 'metadata': 1}","{'abstract': 23, 'tldr_metadata': 3, 'metadata': 1}",fluorescence molecular imaging system,3,must_have,3,must_have,,"[3, 3, 3, 3, 0, 3, 0, 3, 0, 3, 0, 3, 3, 0, 3, 0, 0]","['must_have', 'must_have', 'must_have', 'must_have', 'no_match', 'must_have', 'no_match', 'must_have', 'no_match', 'must_have', 'no_match', 'must_have', 'must_have', 'no_match', 'must_have', 'no_match', 'no_match']","['fluorescence imaging system', 'fluorescence imaging system', 'fluorescence imaging system', 'fluorescence-guided surgery system', None, 'fluorescence imaging system', None, 'fluorescence imaging system', None, 'fluorescence imaging system', None, 'fluorescence imaging system', 'fluorescence imaging system', None, 'fluorescence imaging system', None, None]",1.0,True,True,0.25,0.125,False,1.0,True,True,0.25,0.125,False,0.8687949224876581,True,True,0.5,0.25,False
decomposition_rerank_10papers_2workers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,True,True,4,17,True,32,24,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",40,40,23,17,0,18,0,0,15,2,0,0.575,0.425,0.0,"{'pdf': 18, 'publisher_html': 5, 'abstract': 15, 'tldr_metadata': 2}","{'abstract': 15, 'tldr_metadata': 2}",fluorescence imaging system,3,must_have,3,must_have,,"[3, 3, 3, 0, 1, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0]","['must_have', 'must_have', 'must_have', 'no_match', 'supporting_but_not_ideal', 'no_match', 'no_match', 'no_match', 'no_match', 'must_have', 'must_have', 'must_have', 'no_match', 'no_match', 'no_match', 'no_match', 'no_match']","['fluorescence imaging system', 'fluorescence imaging system', 'fluorescence imaging system', None, 'standard surgical light source', None, None, None, None, 'fluorescence imaging system', 'fluorescence imaging system', 'fluorescence imaging system', None, None, None, None, None]",1.0,True,True,0.25,0.125,False,1.0,True,True,0.25,0.125,False,0.7414701551467148,True,True,0.25,0.125,False
direct_no_rerank_12papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,False,1,2,True,5,4,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",12,12,7,5,0,4,0,0,4,0,1,0.5833333333333334,0.4166666666666667,0.0,"{'abstract': 4, 'pdf': 4, 'publisher_html': 3, 'metadata': 1}","{'abstract': 4, 'metadata': 1}",fluorescence molecular imaging surgical system,3,must_have,3,must_have,,"[3, 0]","['must_have', 'no_match']","['fluorescence imaging system', None]",1.0,True,True,0.25,0.125,False,0.4692787260227565,True,True,0.25,0.125,False,0.3391602052736161,True,True,0.25,0.125,False
direct_rerank_10papers,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,True,1,4,True,12,5,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",10,10,3,7,0,2,0,0,6,1,0,0.3,0.7,0.0,"{'abstract': 6, 'pdf': 2, 'publisher_html': 1, 'tldr_metadata': 1}","{'abstract': 6, 'tldr_metadata': 1}",intraoperative near-infrared fluorescence imaging system,3,must_have,3,must_have,,"[3, 3, 0, 0]","['must_have', 'must_have', 'no_match', 'no_match']","['fluorescence imaging system', 'fluorescence imaging system', None, None]",1.0,True,True,0.25,0.125,False,0.7653606369886218,True,True,0.25,0.125,False,0.5531464700081437,True,True,0.25,0.125,False
decomposition_no_rerank_12papers_2workers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,True,False,2,7,True,10,8,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,23,23,2,21,0,0,0,0,14,0,7,0.08695652173913043,0.9130434782608695,0.0,"{'metadata': 7, 'abstract': 14, 'publisher_html': 2}","{'metadata': 7, 'abstract': 14}",grazing-incidence wide-angle X-ray scattering,3,must_have,3,must_have,,"[3, 3, 1, 0, 0, 0, 1]","['must_have', 'must_have', 'supporting_but_not_ideal', 'no_match', 'no_match', 'no_match', 'supporting_but_not_ideal']","['grazing-incidence X-ray scattering system', 'grazing-incidence X-ray scattering system', 'transmission electron microscope', None, None, None, 'atomic force microscope']",1.0,True,True,0.25,0.1111111111111111,False,0.7988805459902473,True,True,0.25,0.1111111111111111,False,0.5773721989562591,True,True,0.25,0.1111111111111111,False
decomposition_rerank_10papers_2workers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,True,True,3,10,True,18,12,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,30,30,3,27,0,1,0,0,26,0,1,0.1,0.9,0.0,"{'abstract': 26, 'pdf': 1, 'publisher_html': 2, 'metadata': 1}","{'abstract': 26, 'metadata': 1}",GIWAXS system,3,must_have,3,must_have,,"[3, 1, 1, 3, 0, 0, 3, 3, 0, 0]","['must_have', 'supporting_but_not_ideal', 'supporting_but_not_ideal', 'must_have', 'no_match', 'no_match', 'must_have', 'must_have', 'no_match', 'no_match']","['grazing-incidence X-ray scattering system', 'atomic force microscope', 'transmission electron microscope', 'grazing-incidence X-ray scattering system', None, None, 'grazing-incidence X-ray scattering system', 'grazing-incidence X-ray scattering system', None, None]",1.0,True,True,0.25,0.1111111111111111,False,0.5450960508766485,True,True,0.25,0.1111111111111111,False,0.5400237504550848,True,True,0.25,0.1111111111111111,False
direct_no_rerank_12papers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,False,False,1,3,True,6,5,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,12,12,1,11,0,1,0,0,6,0,5,0.08333333333333333,0.9166666666666666,0.0,"{'abstract': 6, 'metadata': 5, 'pdf': 1}","{'abstract': 6, 'metadata': 5}",grazing-incidence wide-angle X-ray scattering,3,must_have,3,must_have,,"[3, 1, 1]","['must_have', 'supporting_but_not_ideal', 'supporting_but_not_ideal']","['grazing-incidence X-ray scattering system', 'transmission electron microscope', 'atomic force microscope']",1.0,True,True,0.25,0.1111111111111111,False,0.5450960508766485,True,True,0.25,0.1111111111111111,False,0.3939554006123783,True,True,0.25,0.1111111111111111,False
direct_rerank_10papers,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,False,True,1,2,True,4,2,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,10,10,1,9,0,0,0,0,9,0,0,0.1,0.9,0.0,"{'abstract': 9, 'publisher_html': 1}",{'abstract': 9},grazing-incidence wide-angle X-ray scattering,3,must_have,3,must_have,,"[3, 3]","['must_have', 'must_have']","['grazing-incidence X-ray scattering system', 'grazing-incidence X-ray scattering system']",1.0,True,True,0.25,0.1111111111111111,False,0.7653606369886218,True,True,0.25,0.1111111111111111,False,0.5531464700081437,True,True,0.25,0.1111111111111111,False
decomposition_no_rerank_12papers_2workers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,1,True,4,4,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",11,11,1,10,0,1,0,0,8,1,1,0.09090909090909091,0.9090909090909091,0.0,"{'abstract': 8, 'metadata': 1, 'pdf': 1, 'tldr_metadata': 1}","{'abstract': 8, 'metadata': 1, 'tldr_metadata': 1}",atom probe tomography system,3,must_have,3,must_have,,[3],['must_have'],['atom probe tomography'],1.0,True,True,0.3333333333333333,0.14285714285714285,False,0.4692787260227565,True,True,0.3333333333333333,0.14285714285714285,False,0.3391602052736161,True,True,0.3333333333333333,0.14285714285714285,False
decomposition_rerank_10papers_2workers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,True,True,5,8,True,24,20,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",50,50,9,41,0,5,0,0,36,2,3,0.18,0.82,0.0,"{'abstract': 36, 'publisher_html': 4, 'pdf': 5, 'metadata': 3, 'tldr_metadata': 2}","{'abstract': 36, 'metadata': 3, 'tldr_metadata': 2}",atom probe tomography system,3,must_have,3,must_have,,"[3, 0, 0, 3, 0, 3, 0, 0]","['must_have', 'no_match', 'no_match', 'must_have', 'no_match', 'must_have', 'no_match', 'no_match']","['atom probe tomography', None, None, 'atom probe tomography', None, 'atom probe tomography', None, None]",1.0,True,True,0.3333333333333333,0.14285714285714285,False,0.4692787260227565,True,True,0.3333333333333333,0.14285714285714285,False,0.4852285551163225,True,True,0.3333333333333333,0.14285714285714285,False
direct_no_rerank_12papers,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,False,False,1,3,True,8,6,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",12,12,2,10,0,1,0,0,7,1,2,0.16666666666666666,0.8333333333333334,0.0,"{'abstract': 7, 'pdf': 1, 'publisher_html': 1, 'metadata': 2, 'tldr_metadata': 1}","{'abstract': 7, 'metadata': 2, 'tldr_metadata': 1}",atom probe tomography microscope,3,must_have,3,must_have,,"[3, 3, 3]","['must_have', 'must_have', 'must_have']","['atom probe tomography', 'atom probe tomography', 'atom probe tomography']",1.0,True,True,0.3333333333333333,0.14285714285714285,False,1.0,True,True,0.3333333333333333,0.14285714285714285,False,0.7227265726449517,True,True,0.3333333333333333,0.14285714285714285,False
