mode,query_id,query_type,case_type,run_status,used_decomposition,num_subproblems_run,rank,equipment_name,normalized_equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,aliases,measurement_outputs,explanations,match_label,match_label_raw,match_score,matched_prediction_name,matched_expected_name,original_query,source_doi,source_pdf_path,expected_must_have,expected_best_match,expected_acceptable,expected_supporting,expected_not_suitable,error
direct,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,2.0,closed-field imaging system,closed field imaging system,imaging system,best_match,0.94,1.0,1.0,closed-field fluorescence imaging system | closed-field imager,intraoperative fluorescence images | ex vivo specimen images | margin assessment images,"This is a specific fluorescence molecular imaging platform used in surgery, directly relevant to comparing intraoperative hardware and the acquisition conditions to report.",must_have_or_best_match,must_have,3,closed-field fluorescence imaging system,fluorescence imaging system,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
direct,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,3.0,endoscopic fluorescence imaging system,endoscopic fluorescence imaging system,intraoperative imaging system,acceptable_alternative,0.77,1.0,1.0,laparoscopic fluorescence imaging system | open surgery fluorescence imaging device | intraoperative FMI device,real-time fluorescence images | operative visualization | surgical decision support,"The chunks explicitly mention devices for endoscopy, laparoscopic, and open surgery. This is relevant to platform comparison, though the evidence is broader and less specific than a named system.",must_have_or_best_match,must_have,3,endoscopic fluorescence imaging system,fluorescence imaging system,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
direct,fmi_system,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,4.0,fluorescence-guided surgery imaging box,fluorescence guided surgery imaging box,imaging enclosure,supporting_but_not_ideal,0.72,1.0,1.0,dedicated closed-field imaging box | Vault imaging box,controlled ex vivo fluorescence images | specimen imaging consistency,"This is tangible hardware relevant to the imaging workflow, but it is an accessory/enclosure rather than the main fluorescence molecular imaging platform itself.",no_match,no_match,0,,,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,fluorescence imaging system | fluorescence camera | FMI system | fluorescence-guided surgery system,intraoperative fluorescence imaging system | fluorescence molecular imaging system | fluorescence-guided surgery system | fluorescence imaging system | fluorescence camera | FMI system,fluorescence camera | near-infrared fluorescence imaging system | endoscopic fluorescence imaging system | fluorescence imaging system | FMI system | fluorescence-guided surgery system,RGB camera | standard surgical light source | white light camera,mass spectrometer | CT scanner | confocal microscope,
direct,osc_morphology_giwaxs,specific,paper_grounded_local_candidate,completed,False,1.0,1.0,atomic force microscope,atomic force microscope,microscope,best_match,0.98,1.0,1.0,AFM | atomic force microscopy,topography images | nanoscale morphology / aggregate structure,The chunks explicitly state that atomic force microscopy was used to reveal the absence of big CNT aggregates and to study morphology-related effects in the active layer. This directly matches the user's need to check whether an additive changed packing and phase segregation in an organic solar-cell blend.,supporting_but_not_ideal,supporting_but_not_ideal,1,atomic force microscope,atomic force microscope,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,10.1039/d0ee00714e,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,grazing-incidence X-ray scattering system | GIWAXS | GISAXS | grazing incident X-ray scattering,grazing-incidence wide-angle X-ray scattering system | GIWAXS setup | grazing-incidence X-ray scattering setup | grazing-incidence X-ray scattering system | GIWAXS | GISAXS | grazing incident X-ray scattering,GISAXS setup | grazing-incidence small-angle X-ray scattering system,atomic force microscope | transmission electron microscope,cyclic voltammetry system | ellipsometer | transient photocurrent measurement setup,
direct,pcm_multiple_events,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,1.0,atom probe tomography system,atom probe tomography system,imaging / mass spectrometry / field evaporation analysis instrument,best_match,0.99,1.0,2.0,APT | atom probe microscope | bonding probe tomography,multiple-event probability (PME) | probability of molecular ions (PMI) | mass spectra | detector hit maps | field-evaporation / desorption patterns,"This is the direct experimental platform used in the provided chunks to study laser-assisted field evaporation, multiple events, PMI/PME, and bond rupture in crystalline phase change materials and other metavalent solids. It directly answers the query about testing unusual bond-breaking behavior during field evaporation.",must_have_or_best_match,must_have,3,atom probe tomography system,atom probe tomography,"I want to test whether a crystalline chalcogenide shows the unusual bond-breaking behavior reported for metavalent materials, especially the high fraction of multiple-ion events during field evaporation.",,data/interim/pdfs/Chalcogenides_by_Design__Functionality_through_Metavalent_Bonding_and_Confinement.pdf,atom probe tomography | APT | 3D atom probe,laser-assisted atom probe tomography | atom probe tomography | APT | 3D atom probe | laser APT | laser atom probe,3D atom probe | field ion microscopy | atom probe tomography | APT,transmission electron microscope | scanning electron microscope,X-ray diffractometer | differential scanning calorimeter | electrical conductivity meter,
direct,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,1.0,oxygen transmission rate tester,oxygen transmission rate tester,gas barrier analyzer,best_match,0.98,1.0,1.0,OTR tester | oxygen permeability measurement system | oxygen transmission measurement setup,oxygen transmission rate (OTR) | oxygen permeability / oxygen barrier performance,"The query asks for direct measurements of oxygen barrier performance between PEF and PET. The chunks explicitly report oxygen transmission rate (OTR) measurements for PEF, PET, and multilayer films, making this the most directly relevant physical equipment.",no_match,no_match,0,,,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,gas permeability analyzer | permeation tester | gas permeameter,oxygen permeability tester | carbon dioxide permeability tester | gas permeability analyzer | permeation tester | gas permeameter | O2 permeation tester | CO2 permeation tester,gas sorption analyzer | manometric gas permeameter,DSC | tensile tester,NIR sorter | LC-MS/MS,
direct,pef_barrier_measurement,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,2.0,carbon dioxide permeability tester,carbon dioxide permeability tester,gas barrier analyzer,best_match,0.97,1.0,1.0,CO2 permeability measurement system | carbon dioxide transmission tester | CO2 barrier analyzer,carbon dioxide permeability | CO2 barrier performance,"The query specifically asks to confirm CO2 barrier performance. The abstract explicitly states that oxygen and carbon dioxide transport/permeability in PEF films were analyzed experimentally, so CO2 permeability testing equipment is directly relevant.",must_have_or_best_match,best_match,3,carbon dioxide permeability tester,carbon dioxide permeability tester,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,gas permeability analyzer | permeation tester | gas permeameter,oxygen permeability tester | carbon dioxide permeability tester | gas permeability analyzer | permeation tester | gas permeameter | O2 permeation tester | CO2 permeation tester,gas sorption analyzer | manometric gas permeameter,DSC | tensile tester,NIR sorter | LC-MS/MS,
direct,small_vesicle_nanomech,method_selection,,completed,,,,,,,,,,,,,,no_equipment_returned,,0,,,,,,,,,,,
direct,sr3fe2o7_neutron_diffraction_setup,specific,,completed,,,,,,,,,,,,,,no_equipment_returned,,0,,,,,,,,,,,
direct,subcellular_lipid_map,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,1.0,time-of-flight secondary ion mass spectrometer,time of flight secondary ion mass spectrometer,mass spectrometer / imaging mass spectrometry instrument,best_match,0.99,1.0,2.0,TOF-SIMS | secondary ion mass spectrometry | time-of-flight secondary ion mass spectrometry,spatially resolved ion images of cardiolipin and phosphatidylethanolamine fragments | subcellular chemical distribution maps,"This instrument is explicitly reported to image cardiolipins and phosphatidylethanolamines at the subcellular level in cells and tissues, directly matching the user's need to visualize these lipids in individual cells and organelles rather than only in whole tissue sections.",must_have_or_best_match,must_have,3,time-of-flight secondary ion mass spectrometer,gas-cluster ion beam time-of-flight secondary-ion mass spectrometer,"I need to visualize cardiolipins and phosphatidylethanolamines at the subcellular level in individual cells and organelles, not just in whole tissue sections.",,data/interim/pdfs/Redox_phospholipidomics_of_enzymatically_generated_oxygenated_phospholipids_as_specific_signals_of_programmed_cell_death.pdf,gas-cluster ion beam time-of-flight secondary-ion mass spectrometer | GCIB-ToF-SIMS | ToF-SIMS,3D OrbiSIMS | ToF-SIMS with gas-cluster ion beam | gas-cluster ion beam time-of-flight secondary-ion mass spectrometer | GCIB-ToF-SIMS | ToF-SIMS | OrbiSIMS,secondary-ion mass spectrometer | SIMS imaging system,MALDI imaging mass spectrometer,fluorescence microscope | triple quadrupole LC-MS/MS,
direct,subcellular_lipid_map,broad_diagnostic,literature_supported_inventory_uncertain,completed,False,1.0,2.0,stimulated Raman scattering microscopy,stimulated raman scattering microscopy,optical imaging microscope,acceptable_alternative,0.89,1.0,1.0,SRS microscopy | PRM-SRS microscopy | hyperspectral PRM-SRS microscopy,subcellular lipid distribution images | hyperspectral Raman-based lipid subtype maps,"The chunks state that PRM-SRS microscopy provides subcellular resolution and can visualize subcellular distributions of cardiolipin and phosphatidylethanolamine. It is relevant for subcellular lipid visualization, though the evidence is less directly centered on CL and PE than TOF-SIMS.",no_match,no_match,0,,,"I need to visualize cardiolipins and phosphatidylethanolamines at the subcellular level in individual cells and organelles, not just in whole tissue sections.",,data/interim/pdfs/Redox_phospholipidomics_of_enzymatically_generated_oxygenated_phospholipids_as_specific_signals_of_programmed_cell_death.pdf,gas-cluster ion beam time-of-flight secondary-ion mass spectrometer | GCIB-ToF-SIMS | ToF-SIMS,3D OrbiSIMS | ToF-SIMS with gas-cluster ion beam | gas-cluster ion beam time-of-flight secondary-ion mass spectrometer | GCIB-ToF-SIMS | ToF-SIMS | OrbiSIMS,secondary-ion mass spectrometer | SIMS imaging system,MALDI imaging mass spectrometer,fluorescence microscope | triple quadrupole LC-MS/MS,
direct,summit-noci-001,specific,paper_grounded_local_candidate,completed,False,1.0,1.0,Summit supercomputer,summit supercomputer,supercomputer,best_match,0.99,1.0,2.0,200PF Summit supercomputer | Summit | Oak Ridge Leadership Computing Facility Summit,matrix-element calculations | nonorthogonal configuration interaction results,"The chunks explicitly state that GronOR calculations were run on Summit, described as the successor supercomputer used by the authors for the project. This directly answers which physical computing system was used.",acceptable_alternative,acceptable_alternatives,2,Summit,Summit,Which physical computing system did the authors use to run the GronOR nonorthogonal configuration interaction matrix-element calculations?,10.1021/acs.jctc.9b01144,data/interim/pdfs/Reduced_Common_Molecular_Orbital_Basis_for_Nonorthogonal_Configuration_Interaction.pdf,,,Summit,Oak Ridge Leadership Computing Facility,GAMESS-UK package | GronOR code | GPU cluster,
direct,summit-noci-001,specific,paper_grounded_local_candidate,completed,False,1.0,2.0,Titan supercomputer,titan supercomputer,supercomputer,acceptable_alternative,0.83,1.0,2.0,27PF Titan supercomputer | Titan,development and execution of GronOR calculations | parallel GPU-accelerated computation,"The text says the first version of GronOR was developed on Titan. This is relevant physical computing hardware, but the query asks which system the authors used to run the matrix-element calculations, and Summit is the more directly indicated system in the provided evidence.",no_match,no_match,0,,,Which physical computing system did the authors use to run the GronOR nonorthogonal configuration interaction matrix-element calculations?,10.1021/acs.jctc.9b01144,data/interim/pdfs/Reduced_Common_Molecular_Orbital_Basis_for_Nonorthogonal_Configuration_Interaction.pdf,,,Summit,Oak Ridge Leadership Computing Facility,GAMESS-UK package | GronOR code | GPU cluster,
direct,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,1.0,atomic force microscope with infrared nanospectroscopy (AFM-IR / nanospectroscopy),atomic force microscope with infrared nanospectroscopy afm ir nanospectroscopy,hybrid nanoscale imaging and spectroscopy instrument,best_match,0.95,1.0,1.0,AFM-IR | nanospectroscopy | atomic force microscopy–infrared,topography | nanoscopic morphology | chemical/biochemical infrared signatures | surface spectral bands,"This is the most directly relevant instrument setup for a captured-EV-on-substrate workflow when the goal is to assess topography/morphology and chemical identity rather than relying on a single readout. The chunks explicitly describe AFM-IR as correlating topography and biochemical signature, and as a nanospectroscopy technique for EVs.",supporting_but_not_ideal,supporting_but_not_ideal,1,atomic force microscope with infrared nanospectroscopy (AFM-IR / nanospectroscopy),atomic force microscope,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
direct,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,2.0,transmission electron microscope (TEM),transmission electron microscope tem,electron microscope,acceptable_alternative,0.88,1.0,2.0,TEM | electron microscopy | transmission electron microscopy,morphology | size | cup-shaped bilayer-enclosed structure,"Explicitly used to evaluate EV morphology and size. However, it does not provide chemical identity or deformability information from the provided evidence, so it is a partial rather than complete match.",supporting_but_not_ideal,supporting_but_not_ideal,1,TEM,TEM,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
direct,tdEV_identity_multimodal,method_selection,literature_supported_inventory_uncertain,completed,False,1.0,3.0,high-speed atomic force microscope (HS-AFM),high speed atomic force microscope hs afm,atomic force microscope,supporting_but_not_ideal,0.79,1.0,1.0,HS-AFM | high-speed AFM,nanotopology | surface morphology | height fluctuations | structural dynamics,"Useful for morphology and deformation-related surface dynamics, but the provided evidence does not show chemical identity readout. It is therefore not sufficient alone for the user's multi-readout goal.",supporting_but_not_ideal,supporting_but_not_ideal,1,high-speed atomic force microscope (HS-AFM),atomic force microscope,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform,"correlative AFM, SEM, and Raman microscope setup | multimodal AFM/SEM/Raman instrument | AFM-SEM-Raman setup | correlative AFM-SEM-Raman platform | correlative microscopy platform",AFM plus SEM plus Raman microspectroscopy | correlative microscopy platform | multimodal AFM/SEM/Raman instrument,TEM | Raman microscope | atomic force microscope,flow cytometer | NTA | DSC,
