system,query_id,query_type,case_type,run_status,used_decomposition,paper_reranking_enabled,num_subproblems_run,num_returned_equipment,num_evidence_quotes,num_supporting_papers,original_query,num_papers_attempted,num_papers_with_chunks,num_full_text_success,num_fallback_used,num_skipped,num_pdf_used,num_html_used,num_ar5iv_used,num_abstract_fallback_used,num_tldr_metadata_fallback_used,num_metadata_fallback_used,full_text_success_fraction,fallback_fraction,skipped_fraction,used_source_type_counts,fallback_source_type_counts,top1_equipment,top1_output_score,top1_match_label,best_output_score_any_rank,best_match_label_any_rank,error,match_scores,match_labels,matched_expected_names,ndcg_at_1,hit_at_1,strict_hit_at_1,must_have_recall_at_1,relevant_recall_at_1,clearly_not_suitable_at_1,ndcg_at_3,hit_at_3,strict_hit_at_3,must_have_recall_at_3,relevant_recall_at_3,clearly_not_suitable_at_3,ndcg_at_5,hit_at_5,strict_hit_at_5,must_have_recall_at_5,relevant_recall_at_5,clearly_not_suitable_at_5,ndcg_at_10,hit_at_10,strict_hit_at_10,must_have_recall_at_10,relevant_recall_at_10,clearly_not_suitable_at_10,main_output_score
LLM-only,2des_psii_supercomplex,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,"Which instrument setup would you recommend to directly measure inter-subunit excitation energy transfer in a plant photosystem II supercomplex at cryogenic temperature, with excitation- and detection-wavelength resolution?",,,,,,,,,,,,,,,{},{},cryogenic two-dimensional electronic spectroscopy system,3.0,must_have,3.0,must_have,,"[3, 1, 0, 0, 0]","['must_have', 'supporting_but_not_ideal', 'no_match', 'no_match', 'no_match']","['two-dimensional electronic spectroscopy setup', 'pump-probe spectroscopy setup', None, None, None]",1.0,True,True,0.25,0.16666666666666666,False,0.511576141875023,True,True,0.25,0.16666666666666666,False,0.3697296716642629,True,True,0.25,0.16666666666666666,False,0.34132731648574605,True,True,0.25,0.16666666666666666,False,0.511576141875023
Literature-RAG,2des_psii_supercomplex,specific,paper_grounded_local_candidate,completed,False,True,1,3,6,6,"Which instrument setup would you recommend to directly measure inter-subunit excitation energy transfer in a plant photosystem II supercomplex at cryogenic temperature, with excitation- and detection-wavelength resolution?",10.0,10.0,2.0,8.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.2,0.8,0.0,"{'tldr_metadata': 1, 'abstract': 7, 'pdf': 1, 'publisher_html': 1}","{'tldr_metadata': 1, 'abstract': 7}",cryogenic optical microscope for single-pixel excitation-emission spectroscopy,0.0,no_match,0.0,no_match,,"[0, 0, 0]","['no_match', 'no_match', 'no_match']","[None, None, None]",0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0
LLM-only,ALD-SiO2-GeO2-multilayer,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,I need to grow SiO2/GeO2 multilayers on Si substrates with atomic-level thickness control and then verify whether the layers remain distinct without chemical intermixing. What physical instrument or setup would best support this workflow?,,,,,,,,,,,,,,,{},{},atomic layer deposition system,3.0,must_have,3.0,must_have,,"[3, 0, 0, 3, 0]","['must_have', 'no_match', 'no_match', 'best_match', 'no_match']","['atomic layer deposition system', None, None, 'x-ray reflectometer', None]",1.0,True,True,0.3333333333333333,0.2,False,0.4692787260227565,True,True,0.3333333333333333,0.2,False,0.4852285551163225,True,True,0.3333333333333333,0.4,False,0.4563509761868466,True,True,0.3333333333333333,0.4,False,0.4692787260227565
Literature-RAG,ALD-SiO2-GeO2-multilayer,specific,paper_grounded_local_candidate,completed,False,True,1,3,8,4,I need to grow SiO2/GeO2 multilayers on Si substrates with atomic-level thickness control and then verify whether the layers remain distinct without chemical intermixing. What physical instrument or setup would best support this workflow?,10.0,10.0,1.0,9.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.1,0.9,0.0,"{'pdf': 1, 'abstract': 8, 'tldr_metadata': 1}","{'abstract': 8, 'tldr_metadata': 1}",atomic layer deposition (ALD) system,3.0,must_have,3.0,must_have,,"[3, 3, 0]","['must_have', 'best_match', 'no_match']","['atomic layer deposition system', 'XRR', None]",1.0,True,True,0.3333333333333333,0.2,False,0.7653606369886218,True,True,0.3333333333333333,0.4,False,0.5531464700081437,True,True,0.3333333333333333,0.4,False,0.5202268681446633,True,True,0.3333333333333333,0.4,False,0.7653606369886218
LLM-only,K-bir_local_structure_imaging,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,"I need to resolve the local layered structure and charge-ordered nanodomains in potassium birnessite single crystals, including stacking disorder and atomic-column contrast along the c-axis.",,,,,,,,,,,,,,,{},{},Aberration-corrected scanning transmission electron microscope,3.0,must_have,3.0,must_have,,"[3, 2, 0, 0, 0]","['must_have', 'acceptable_alternatives', 'no_match', 'no_match', 'no_match']","['scanning transmission electron microscope', 'aberration-corrected transmission electron microscope', None, None, None]",1.0,True,True,0.25,0.125,False,0.596170973579556,True,True,0.25,0.25,False,0.4308686044455565,True,True,0.25,0.25,False,0.32933223093721703,True,True,0.25,0.25,False,0.596170973579556
Literature-RAG,K-bir_local_structure_imaging,specific,paper_grounded_local_candidate,completed,False,True,1,4,8,4,"I need to resolve the local layered structure and charge-ordered nanodomains in potassium birnessite single crystals, including stacking disorder and atomic-column contrast along the c-axis.",10.0,10.0,2.0,8.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.2,0.8,0.0,"{'pdf': 2, 'abstract': 8}",{'abstract': 8},integrated differential phase contrast scanning transmission electron microscope,3.0,must_have,3.0,must_have,,"[3, 3, 0, 1]","['must_have', 'must_have', 'no_match', 'supporting_but_not_ideal']","['scanning transmission electron microscope', 'scanning transmission electron microscope', None, 'energy dispersive X-ray spectroscopy detector']",1.0,True,True,0.25,0.125,False,0.7653606369886218,True,True,0.25,0.125,False,0.5740133771285303,True,True,0.25,0.125,False,0.43874421140710373,True,True,0.25,0.125,False,0.7653606369886218
LLM-only,P1,specific,paper_grounded_local_candidate,completed,False,,1,3,0,0,The paper needs a way to measure how the artificial cilia arrays generate and quantify fluid flow during magnetic actuation in glycerol and other fluids. What instrument/setup was used for that flow measurement?,,,,,,,,,,,,,,,{},{},particle image velocimetry system,3.0,must_have,3.0,must_have,,"[3, 3, 0]","['must_have', 'best_match', 'no_match']","['particle image velocimetry system', 'high-speed camera', None]",1.0,True,True,0.5,0.2,False,0.7653606369886218,True,True,0.5,0.4,False,0.5979795890554701,True,True,0.5,0.4,False,0.5870270736226869,True,True,0.5,0.4,False,0.7653606369886218
Literature-RAG,P1,specific,paper_grounded_local_candidate,completed,False,True,1,2,4,2,The paper needs a way to measure how the artificial cilia arrays generate and quantify fluid flow during magnetic actuation in glycerol and other fluids. What instrument/setup was used for that flow measurement?,10.0,10.0,3.0,7.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.3,0.7,0.0,"{'publisher_html': 1, 'abstract': 6, 'tldr_metadata': 1, 'pdf': 2}","{'abstract': 6, 'tldr_metadata': 1}",stereo microscope with CMOS camera flow-imaging setup,3.0,best_match,3.0,best_match,,"[3, 0]","['best_match', 'no_match']","['high-speed camera', None]",1.0,True,True,0.0,0.2,False,0.4692787260227565,True,True,0.0,0.2,False,0.3666495063604039,True,True,0.0,0.2,False,0.3599340022690726,True,True,0.0,0.2,False,0.4692787260227565
LLM-only,PEF_processing_crystallization,process_optimization,literature_supported_inventory_uncertain,completed,False,,1,5,0,0,"During scale-up of a PEF bottle or film process, the material crystallizes too slowly and the final product is brittle or discolored. Which physical equipment would be most useful to optimize crystallization and processing windows?",,,,,,,,,,,,,,,{},{},differential scanning calorimeter,3.0,must_have,3.0,must_have,,"[3, 2, 0, 2, 0]","['must_have', 'acceptable_alternatives', 'no_match', 'acceptable_alternatives', 'no_match']","['differential scanning calorimeter', 'hot stage', None, 'hot stage', None]",1.0,True,True,0.3333333333333333,0.09090909090909091,False,0.596170973579556,True,True,0.3333333333333333,0.18181818181818182,False,0.4934693258067164,True,True,0.3333333333333333,0.18181818181818182,False,0.34589843452501606,True,True,0.3333333333333333,0.18181818181818182,False,0.596170973579556
Literature-RAG,PEF_processing_crystallization,process_optimization,literature_supported_inventory_uncertain,completed,False,True,1,5,17,7,"During scale-up of a PEF bottle or film process, the material crystallizes too slowly and the final product is brittle or discolored. Which physical equipment would be most useful to optimize crystallization and processing windows?",10.0,10.0,2.0,8.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.2,0.8,0.0,"{'pdf': 2, 'abstract': 8}",{'abstract': 8},Differential Scanning Calorimeter,3.0,must_have,3.0,must_have,,"[3, 2, 0, 0, 0]","['must_have', 'acceptable_alternatives', 'no_match', 'no_match', 'no_match']","['differential scanning calorimeter', 'hot stage', None, None, None]",1.0,True,True,0.3333333333333333,0.09090909090909091,False,0.596170973579556,True,True,0.3333333333333333,0.18181818181818182,False,0.4308686044455565,True,True,0.3333333333333333,0.18181818181818182,False,0.3020183179978882,True,True,0.3333333333333333,0.18181818181818182,False,0.596170973579556
LLM-only,PL_cryostat_setup,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,"I need the physical setup used to measure temperature-dependent photoluminescence from 2D perovskite thin films, including the low-temperature measurements and NIR emission for the Sn iodide sample.",,,,,,,,,,,,,,,{},{},temperature-controlled photoluminescence spectroscopy system,0.0,no_match,3.0,must_have,,"[0, 3, 0, 0, 0]","['no_match', 'must_have', 'no_match', 'no_match', 'no_match']","[None, 'cryostat', None, None, None]",0.0,False,False,0.0,0.0,False,0.2960819109658653,True,True,0.3333333333333333,0.2,False,0.25427392310364916,True,True,0.3333333333333333,0.2,False,0.24456487505498997,True,True,0.3333333333333333,0.2,False,0.2960819109658653
Literature-RAG,PL_cryostat_setup,specific,paper_grounded_local_candidate,completed,False,True,1,0,0,0,"I need the physical setup used to measure temperature-dependent photoluminescence from 2D perovskite thin films, including the low-temperature measurements and NIR emission for the Sn iodide sample.",10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,{'abstract': 10},{'abstract': 10},,0.0,no_equipment_returned,0.0,no_equipment_returned,,[],[],[],0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0
LLM-only,Q1,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,I need to fabricate mechanically strong protein fibers from engineered chimeric proteins and a globular protein feedstock. What physical fiber-spinning setup was used in this paper?,,,,,,,,,,,,,,,{},{},wet-spinning fiber extrusion setup,3.0,must_have,3.0,must_have,,"[3, 3, 0, 0, 0]","['must_have', 'must_have', 'no_match', 'no_match', 'no_match']","['wet spinning', 'wet spinning', None, None, None]",1.0,True,True,0.5,0.25,False,0.7653606369886218,True,True,0.5,0.25,False,0.6366824387328317,True,True,0.5,0.25,False,0.6366824387328317,True,True,0.5,0.25,False,0.7653606369886218
Literature-RAG,Q1,specific,paper_grounded_local_candidate,completed,False,True,1,1,3,2,I need to fabricate mechanically strong protein fibers from engineered chimeric proteins and a globular protein feedstock. What physical fiber-spinning setup was used in this paper?,10.0,10.0,2.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.2,0.8,0.0,"{'abstract': 8, 'publisher_html': 2}",{'abstract': 8},microfluidic spinning setup,3.0,best_match,3.0,best_match,,[3],['best_match'],['microfluidic spinning technique'],1.0,True,True,0.0,0.25,False,0.4692787260227565,True,True,0.0,0.25,False,0.3903800499921017,True,True,0.0,0.25,False,0.3903800499921017,True,True,0.0,0.25,False,0.4692787260227565
LLM-only,SWNT-FET-electrical-probing,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,I need to measure transfer and output curves of semiconducting single-walled carbon nanotube field-effect transistors in a nitrogen atmosphere. What physical setup should I use for the electrical characterization?,,,,,,,,,,,,,,,{},{},parameter analyzer,3.0,best_match,3.0,best_match,,"[3, 3, 3, 0, 0]","['best_match', 'must_have', 'must_have', 'no_match', 'no_match']","['semiconductor parameter analyzer', 'probe station', 'probe station', None, None]",1.0,True,True,0.0,0.2,False,1.0,True,True,0.5,0.4,False,0.7227265726449517,True,True,0.5,0.4,False,0.7104648323705428,True,True,0.5,0.4,False,1.0
Literature-RAG,SWNT-FET-electrical-probing,specific,paper_grounded_local_candidate,completed,False,True,1,3,5,3,I need to measure transfer and output curves of semiconducting single-walled carbon nanotube field-effect transistors in a nitrogen atmosphere. What physical setup should I use for the electrical characterization?,10.0,10.0,3.0,7.0,0.0,3.0,0.0,0.0,6.0,1.0,0.0,0.3,0.7,0.0,"{'tldr_metadata': 1, 'abstract': 6, 'pdf': 3}","{'tldr_metadata': 1, 'abstract': 6}",Keithley 4200 SCS semiconductor characterization system,0.0,no_match,3.0,must_have,,"[0, 3, 0]","['no_match', 'must_have', 'no_match']","[None, 'probe station', None]",0.0,False,False,0.0,0.0,False,0.2960819109658653,True,True,0.5,0.2,False,0.21398626473452756,True,True,0.5,0.2,False,0.21035578524231344,True,True,0.5,0.2,False,0.2960819109658653
LLM-only,UVVIS-RM-001,specific,paper_grounded_local_candidate,completed,False,,1,5,0,0,"I need to reproduce the paper's time-resolved monitoring of a metal-complex reaction in solution, where spectral bands at 465 nm and 844 nm appear and decay during peroxide addition. What physical instrument setup should I use?",,,,,,,,,,,,,,,{},{},UV-Vis-NIR absorption spectrophotometer,3.0,must_have,3.0,must_have,,"[3, 0, 0, 0, 0]","['must_have', 'no_match', 'no_match', 'no_match', 'no_match']","['UV/Vis absorption spectrometer', None, None, None, None]",1.0,True,True,0.3333333333333333,0.2,False,0.4692787260227565,True,True,0.3333333333333333,0.2,False,0.3666495063604039,True,True,0.3333333333333333,0.2,False,0.3599340022690726,True,True,0.3333333333333333,0.2,False,0.4692787260227565
Literature-RAG,UVVIS-RM-001,specific,paper_grounded_local_candidate,completed,False,True,1,3,8,5,"I need to reproduce the paper's time-resolved monitoring of a metal-complex reaction in solution, where spectral bands at 465 nm and 844 nm appear and decay during peroxide addition. What physical instrument setup should I use?",10.0,10.0,3.0,7.0,0.0,3.0,0.0,0.0,5.0,2.0,0.0,0.3,0.7,0.0,"{'tldr_metadata': 2, 'abstract': 5, 'pdf': 3}","{'tldr_metadata': 2, 'abstract': 5}",time-resolved UV-Vis absorption spectrometer,3.0,must_have,3.0,must_have,,"[3, 3, 0]","['must_have', 'must_have', 'no_match']","['UV/Vis absorption spectrometer', 'UV/Vis absorption spectrometer', None]",1.0,True,True,0.3333333333333333,0.2,False,0.7653606369886218,True,True,0.3333333333333333,0.2,False,0.5979795890554701,True,True,0.3333333333333333,0.2,False,0.5870270736226869,True,True,0.3333333333333333,0.2,False,0.7653606369886218
LLM-only,XPS-Li-site-assignment,specific,paper_grounded_local_candidate,completed,False,,1,4,0,0,I need to determine whether Li in SnO2 nanoparticles is occupying substitutional Sn sites or interstitial sites based on the paper's experimental setup.,,,,,,,,,,,,,,,{},{},X-ray absorption spectroscopy beamline (XANES/EXAFS),0.0,no_match,0.0,no_match,,"[0, 0, 0, 0]","['no_match', 'no_match', 'no_match', 'no_match']","[None, None, None, None]",0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0
Literature-RAG,XPS-Li-site-assignment,specific,paper_grounded_local_candidate,completed,False,True,1,2,4,2,I need to determine whether Li in SnO2 nanoparticles is occupying substitutional Sn sites or interstitial sites based on the paper's experimental setup.,10.0,10.0,2.0,8.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.2,0.8,0.0,"{'pdf': 2, 'abstract': 7, 'metadata': 1}","{'abstract': 7, 'metadata': 1}",X-ray photoelectron spectrometer,3.0,must_have,3.0,must_have,,"[3, 0]","['must_have', 'no_match']","['X-ray photoelectron spectrometer', None]",1.0,True,True,0.2,0.2,False,0.4692787260227565,True,True,0.2,0.2,False,0.3391602052736161,True,True,0.2,0.2,False,0.32819544377881793,True,True,0.2,0.2,False,0.4692787260227565
LLM-only,abh2022_rheometer,specific,paper_grounded_local_candidate,completed,False,,1,3,0,0,"I need to measure the rheological properties of the Newtonian and shear-thinning fluids used for soft-robot locomotion experiments, including viscosity under controlled shear conditions.",,,,,,,,,,,,,,,{},{},Rotational rheometer,3.0,best_match,3.0,best_match,,"[3, 3, 3]","['best_match', 'best_match', 'best_match']","['rheometer', 'rheometer', 'rheometer']",1.0,True,True,0.0,0.14285714285714285,False,1.0,True,True,0.0,0.14285714285714285,False,0.7227265726449517,True,True,0.0,0.14285714285714285,False,0.6395256843361178,True,True,0.0,0.14285714285714285,False,1.0
Literature-RAG,abh2022_rheometer,specific,paper_grounded_local_candidate,completed,False,True,1,0,0,0,"I need to measure the rheological properties of the Newtonian and shear-thinning fluids used for soft-robot locomotion experiments, including viscosity under controlled shear conditions.",10.0,10.0,3.0,7.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.3,0.7,0.0,"{'pdf': 3, 'abstract': 7}",{'abstract': 7},,0.0,no_equipment_returned,0.0,no_equipment_returned,,[],[],[],0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0,False,False,0.0,0.0,False,0.0
LLM-only,absorbance_to_energy,method_selection,literature_supported_inventory_uncertain,completed,False,,1,4,0,0,"I have UV/Vis absorption spectra collected versus wavelength, and I want to convert them into a form suitable for quantitative comparison of peak energies and transition strengths.",,,,,,,,,,,,,,,{},{},UV-Vis-NIR spectrophotometer,3.0,must_have,3.0,must_have,,"[3, 3, 3, 3]","['must_have', 'must_have', 'must_have', 'must_have']","['UV-Vis spectrophotometer', 'uv vis', 'UV-Vis spectrophotometer', 'uv vis']",1.0,True,True,0.14285714285714285,0.125,False,1.0,True,True,0.2857142857142857,0.25,False,0.8687949224876581,True,True,0.2857142857142857,0.25,False,0.6640589894405747,True,True,0.2857142857142857,0.25,False,1.0
Literature-RAG,absorbance_to_energy,method_selection,literature_supported_inventory_uncertain,completed,False,True,1,2,4,5,"I have UV/Vis absorption spectra collected versus wavelength, and I want to convert them into a form suitable for quantitative comparison of peak energies and transition strengths.",10.0,10.0,2.0,8.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.2,0.8,0.0,"{'abstract': 7, 'pdf': 1, 'tldr_metadata': 1, 'publisher_html': 1}","{'abstract': 7, 'tldr_metadata': 1}",UV-Vis spectrophotometer,3.0,must_have,3.0,must_have,,"[3, 0]","['must_have', 'no_match']","['UV-Vis spectrophotometer', None]",1.0,True,True,0.14285714285714285,0.125,False,0.4692787260227565,True,True,0.14285714285714285,0.125,False,0.3391602052736161,True,True,0.14285714285714285,0.125,False,0.2592353814955161,True,True,0.14285714285714285,0.125,False,0.4692787260227565
