system,query_id,query_type,ndcg_at_3,hit_at_3,must_have_recall_at_3,fallback_fraction,full_text_success_fraction,num_papers_attempted,num_fallback_used,num_full_text_success,num_evidence_quotes,num_supporting_papers
LLM-only,dma_setup_compleximers,specific,0.20111945400975278,True,0.0,,,,,,0,0
LLM-only,dna_ionization_setup,method_selection,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,dnajb6b-blot-imager,specific,0.2709710647400135,True,0.0,,,,,,0,0
LLM-only,dpe-osc-giwaxs,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,dsc-tg-pml-plla,specific,1.0,True,0.4,,,,,,0,0
LLM-only,dsc_tg_counterion_polyelectrolyte,specific,0.7988805459902473,True,0.3333333333333333,,,,,,0,0
LLM-only,dsza_qm_mm_setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,dvs-realworld-setup,specific,0.23463936301137825,True,0.16666666666666666,,,,,,0,0
LLM-only,dyfeo3_xrd,specific,0.511576141875023,True,0.25,,,,,,0,0
LLM-only,eSER-ternary-aer-protocol,specific,0.7653606369886218,True,0.5,,,,,,0,0
LLM-only,e_nose_direction_decode,specific,0.0,False,0.0,,,,,,0,0
LLM-only,ebit-euv-spectrometer,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,ebl-yig-py-device-fab,specific,0.5874203951744313,True,0.5,,,,,,0,0
LLM-only,ebsd-quartz-thin-films,specific,0.511576141875023,True,0.5,,,,,,0,0
LLM-only,ecr-ion-source-for-sn-beam,specific,0.6823248527112125,True,0.5,,,,,,0,0
LLM-only,ed_biorob_control_platform,specific,0.06703981800325093,False,0.0,,,,,,0,0
LLM-only,eg-dielectric-relaxation,specific,0.7653606369886218,True,0.5,,,,,,0,0
LLM-only,eis-proton-membrane,specific,0.0,False,0.0,,,,,,0,0
LLM-only,eis_conductivity_cell,specific,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,eis_pa_conductivity,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,eit-lpp-euv-spectrometer,specific,0.24341686986201927,True,0.0,,,,,,0,0
LLM-only,el_polarization_measurement_setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,ellipsometer-vuv-ir-vase,specific,0.7653606369886218,True,0.25,,,,,,0,0
LLM-only,ellipsometer_low_freq_optical_props,specific,0.2960819109658653,True,0.2,,,,,,0,0
LLM-only,ellipsometry_casimir_materials,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,epr_odmr_v_sic,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,eq-lockin-harmonic-nonlocal-spin,specific,0.511576141875023,True,0.3333333333333333,,,,,,0,0
LLM-only,eq-orientation-analysis,specific,0.9580414003446834,True,1.0,,,,,,0,0
LLM-only,eq1,specific,0.0,False,0.0,,,,,,0,0
LLM-only,eq1_fl_imaging,specific,0.9580414003446834,True,0.5,,,,,,0,0
LLM-only,eq1_xrd_wash_salt_removal,specific,0.4692787260227565,True,0.2,,,,,,0,0
LLM-only,eq_001,specific,0.3296018199674907,True,0.25,,,,,,0,0
LLM-only,eq_2dir_setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,eq_chip_readout_setup,specific,1.0,True,0.6666666666666666,,,,,,0,0
LLM-only,eq_cilia_rheometer,specific,0.7039180890341348,True,0.6666666666666666,,,,,,0,0
LLM-only,eq_cpafm_afm,specific,0.7653606369886218,True,1.0,,,,,,0,0
LLM-only,eq_fet_transport,specific,0.8124242481930318,True,1.0,,,,,,0,0
LLM-only,eq_giwaxs_perovskite_reconstruction,specific,0.3631217289691162,True,0.5,,,,,,0,0
LLM-only,eq_nmr_119sn,specific,0.511576141875023,True,0.16666666666666666,,,,,,0,0
LLM-only,eq_raman_mapping_gradient,specific,0.0,False,0.0,,,,,,0,0
LLM-only,eq_sbt23_growth_method_setup,specific,0.7653606369886218,True,0.2857142857142857,,,,,,0,0
LLM-only,eq_setup_001,specific,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,eq_setup_adhesion_001,specific,0.0,False,0.0,,,,,,0,0
LLM-only,eq_setup_pl_epr_giwaxs,specific,0.4692787260227565,True,0.5,,,,,,0,0
LLM-only,eq_setup_sans_magnet,specific,0.4692787260227565,True,0.2,,,,,,0,0
LLM-only,eq_sqid_crsbr,specific,0.6967307005844323,True,0.3333333333333333,,,,,,0,0
LLM-only,eq_stem_lsmofilm_interface,specific,0.7039180890341348,True,0.5,,,,,,0,0
LLM-only,eq_tandem_ms_vuv_photodissociation,specific,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,eq_trpl_streak_camera,specific,0.0,False,0.0,,,,,,0,0
LLM-only,eq_underwater_adhesion_setup,specific,0.20111945400975278,True,0.0,,,,,,0,0
LLM-only,eqe-bilayer-exciton-diffusion,specific,0.04229741585226647,False,0.0,,,,,,0,0
LLM-only,eqe-ftir-001,specific,0.7452525342261976,True,1.0,,,,,,0,0
LLM-only,eqe-setup,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,equip_gisaxs_giwaxs_pedot_snox,specific,1.0,True,1.0,,,,,,0,0
LLM-only,equip_ppms_vanderpauw_transport,specific,0.0,False,0.0,,,,,,0,0
LLM-only,equip_xrd_cuponb2o6_phase,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,equipment-adhesion-setup,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,esa_tof_crosscalibration,specific,1.0,True,0.2857142857142857,,,,,,0,0
LLM-only,escrt_tube_pull_setup,specific,0.5027986350243819,True,0.5,,,,,,0,0
LLM-only,etlp_fpga,specific,0.4692787260227565,True,0.5,,,,,,0,0
LLM-only,euv-spectrometer-setup,specific,0.28866167924141933,True,0.0,,,,,,0,0
LLM-only,euv_spectrometer_setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,euv_tin_plasma_spectroscopy,specific,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,evap_au_contacts,specific,0.6296908825811814,True,0.3333333333333333,,,,,,0,0
LLM-only,event_based_input_sensors,specific,0.4692787260227565,True,0.14285714285714285,,,,,,0,0
LLM-only,event_camera_davis240c,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,excitation_spectrum_dilute_sample,method_selection,0.7653606369886218,True,1.0,,,,,,0,0
LLM-only,fasni3_xtal_phase_transition_xrd,specific,0.7653606369886218,True,0.25,,,,,,0,0
LLM-only,fast_mas_dnp,process_optimization,0.0,False,0.0,,,,,,0,0
LLM-only,fc-phys-observe,broad_diagnostic,0.7039180890341348,True,0.16666666666666666,,,,,,0,0
LLM-only,fc-reservoir-memory,broad_diagnostic,0.7653606369886218,True,0.0,,,,,,0,0
LLM-only,fc-thinfilm-dynamics,method_selection,0.4692787260227565,True,0.2,,,,,,0,0
LLM-only,fcs-on-labeled-cotA,specific,0.06703981800325093,False,0.0,,,,,,0,0
LLM-only,feP_highfield_magnetotransport,specific,0.4692787260227565,True,0.5,,,,,,0,0
LLM-only,fe_nib_xrd,specific,0.5027986350243819,True,0.3333333333333333,,,,,,0,0
LLM-only,fecl3_gic_xrd,specific,0.7039180890341348,True,0.2857142857142857,,,,,,0,0
LLM-only,fecl3_sans,specific,0.0,False,0.0,,,,,,0,0
LLM-only,flim-setup-01,specific,0.5027986350243819,True,0.16666666666666666,,,,,,0,0
LLM-only,flim_ttrm_mmp,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,flow_cytometer_nanoparticle_uptake,specific,0.7988805459902473,True,0.2,,,,,,0,0
LLM-only,fluorescence_correction,method_selection,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,fluxcom_ec_tower,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,fmi_analysis_display,process_optimization,0.0,False,0.0,,,,,,0,0
LLM-only,fmi_phantom_qc,method_selection,0.0,False,0.0,,,,,,0,0
LLM-only,fmols_brcs_export_demand,specific,0.0,False,0.0,,,,,,0,0
LLM-only,ftir_tracer_100,specific,0.4692787260227565,True,0.0,,,,,,0,0
LLM-only,ftj-char-iv-pv-read,specific,0.0,False,0.0,,,,,,0,0
LLM-only,furan_polyamide_thermal_mw,method_selection,1.0,True,0.3333333333333333,,,,,,0,0
LLM-only,furan_polyester_thermal_mw,process_optimization,1.0,True,0.3333333333333333,,,,,,0,0
LLM-only,furan_polymer_green_medium_screen,method_selection,0.511576141875023,True,0.0,,,,,,0,0
LLM-only,gas_phase_fluorescence,method_selection,0.6121358688798993,True,0.3333333333333333,,,,,,0,0
LLM-only,geH_structural_microprobe,specific,0.7988805459902473,True,0.3333333333333333,,,,,,0,0
LLM-only,geTe_ferroelectric_domain_imaging,specific,0.688482449852666,True,0.5,,,,,,0,0
LLM-only,ge_nc_kpfm_01,specific,0.6121358688798993,True,0.2,,,,,,0,0
LLM-only,giant_magnon_spin_conductivity_ppms,specific,0.0,False,0.0,,,,,,0,0
LLM-only,gisaxs-filmformation,specific,0.0,False,0.0,,,,,,0,0
LLM-only,gisaxs_giwaxs_in_situ_membrane_formation,specific,0.06703981800325093,False,0.0,,,,,,0,0
LLM-only,gisaxs_giwaxs_qd_self_assembly,method_selection,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,giwaxs-film-packing,specific,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,giwaxs-setup,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,giwaxs_in_situ_sn_perovskite,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,giwaxs_orientation,specific,0.541942129480027,True,0.5,,,,,,0,0
LLM-only,giwaxs_pbttt_doping,specific,0.7653606369886218,True,0.25,,,,,,0,0
LLM-only,giwaxs_phase_heterogeneity,specific,0.03871015210571621,False,0.0,,,,,,0,0
LLM-only,giwaxs_phase_purity_thin_films,specific,0.39664163797074165,True,0.3333333333333333,,,,,,0,0
LLM-only,giwaxs_pteg1_doped_film,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,giwaxs_surface_depth,specific,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,gold_l3_xanes,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,gold_nucleophilic_complex_analysis,specific,0.0,False,0.0,,,,,,0,0
LLM-only,graphene_sto_transport_setup,specific,1.0,True,0.3333333333333333,,,,,,0,0
LLM-only,ha_chi_coacervate_rheology,specific,0.7462155048864012,True,0.25,,,,,,0,0
LLM-only,hafnia_superlattice_ferroelectric_test,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,hall-bar-transport-sroru3,specific,0.23463936301137825,True,0.25,,,,,,0,0
LLM-only,harmonic_hall_measurement_setup,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,heli_dependent_photocurrent_setup,specific,0.23463936301137825,True,0.2,,,,,,0,0
LLM-only,heterostructure_interface_cleanliness,process_optimization,0.4692787260227565,True,0.0,,,,,,0,0
LLM-only,hfmf-hcell-gamry,specific,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,high_field_magneto_optics_perovskite,specific,0.511576141875023,True,0.3333333333333333,,,,,,0,0
LLM-only,hpv16-afm-nanoindentation,specific,0.7653606369886218,True,0.25,,,,,,0,0
LLM-only,hs-afm-fiber-growth,specific,0.0,False,0.0,,,,,,0,0
LLM-only,hs_afm_escrt3_membranes,specific,0.511576141875023,True,0.3333333333333333,,,,,,0,0
LLM-only,htex1_tem,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,httex1_tem,specific,0.7653606369886218,True,0.2,,,,,,0,0
LLM-only,hyperspectral_pl_microscopy,specific,0.0,False,0.0,,,,,,0,0
LLM-only,hzo_phase_structure_setup,specific,0.7653606369886218,True,0.14285714285714285,,,,,,0,0
LLM-only,hzo_pld_growth,specific,0.0,False,0.0,,,,,,0,0
LLM-only,ibs-setup-01,specific,0.0,False,0.0,,,,,,0,0
LLM-only,implanted_diamond_he_platelets_tem,specific,0.7653606369886218,True,0.16666666666666666,,,,,,0,0
LLM-only,indentation-adhesion-setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,insulin_amyloid_tht_plate_reader,specific,0.28110768609184367,True,0.0,,,,,,0,0
LLM-only,interface-proximity,broad_diagnostic,0.6121358688798993,True,0.3333333333333333,,,,,,0,0
LLM-only,ion-scattering-esa,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,ion_cold_state_action,method_selection,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,ion_guide_setup,specific,0.34839136895144596,True,0.0,,,,,,0,0
LLM-only,ion_trap_cid_esI,specific,0.2960819109658653,True,0.16666666666666666,,,,,,0,0
LLM-only,ion_trap_nexams_setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,ionic_te_seebeck_setup,method_selection,0.7653606369886218,True,0.16666666666666666,,,,,,0,0
LLM-only,ionic_te_thermal_transport,broad_diagnostic,0.49720136497561807,True,0.3333333333333333,,,,,,0,0
LLM-only,ionogel_structure_interaction,process_optimization,0.7653606369886218,True,0.25,,,,,,0,0
LLM-only,iron_langasite_neutron,specific,0.7653606369886218,True,1.0,,,,,,0,0
LLM-only,isomer_selective_action,method_selection,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,item1,specific,0.0,False,0.0,,,,,,0,0
LLM-only,jacs3c07103_q1,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,jef_sem,specific,0.2960819109658653,True,0.25,,,,,,0,0
LLM-only,k3cro4_magnetometry,specific,0.3631217289691162,True,0.25,,,,,,0,0
LLM-only,kap95_nsp1_nanopore_recording_setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,keithley2410_iv_memristor,specific,0.3079797896471021,True,0.0,,,,,,0,0
LLM-only,kiss-leed-001,specific,0.2960819109658653,True,0.3333333333333333,,,,,,0,0
LLM-only,kr_cu_esa,specific,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,lab_xas_xes_1,method_selection,1.0,True,0.3333333333333333,,,,,,0,0
LLM-only,lab_xas_xes_2,broad_diagnostic,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,lab_xes_3,method_selection,1.0,True,0.6666666666666666,,,,,,0,0
LLM-only,langmuir-trough-pressure-control,specific,0.4692787260227565,True,0.2,,,,,,0,0
LLM-only,lb_trough_surface_pressure_isotherm,specific,0.5027986350243819,True,0.25,,,,,,0,0
LLM-only,lcr_cv_hsl,specific,0.3296018199674907,True,0.3333333333333333,,,,,,0,0
LLM-only,lipid_imaging,method_selection,0.5977610919804944,True,0.3333333333333333,,,,,,0,0
LLM-only,liqair_qd_adsorption_geometry,broad_diagnostic,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,live-multicolor-chromatin,process_optimization,0.04229741585226647,False,0.0,,,,,,0,0
LLM-only,lsmo_resistive_switching_source_meter,specific,0.23463936301137825,True,0.0,,,,,,0,0
LLM-only,lt_tem_cryogenic_biasing_csO,specific,0.4692787260227565,True,0.1,,,,,,0,0
LLM-only,lugdunomycin_structural_determination,specific,0.7988805459902473,True,0.3333333333333333,,,,,,0,0
LLM-only,mSLA-printing-equipment,specific,0.0,False,0.0,,,,,,0,0
LLM-only,magnetic-cilia-array-setup,specific,0.0,False,0.0,,,,,,0,0
LLM-only,magnetic-soft-swimmer-collective,specific,0.5027986350243819,True,0.25,,,,,,0,0
LLM-only,magnetic_actuation_observation_setup,specific,0.23463936301137825,True,0.0,,,,,,0,0
LLM-only,magneto_pl_setup,specific,0.4692787260227565,True,0.0,,,,,,0,0
LLM-only,magnetoelastic,method_selection,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,magnon-nonlocal-lockin,specific,0.4692787260227565,True,0.3333333333333333,,,,,,0,0
LLM-only,magnon_gate_litho,specific,0.5874203951744313,True,0.5,,,,,,0,0
LLM-only,mapbbr3_pl_setup,specific,0.1268922475567994,True,0.0,,,,,,0,0
LLM-only,mas-dnp-fast-mas-probe,specific,0.3296018199674907,True,0.3333333333333333,,,,,,0,0
LLM-only,mas_in_situ_irradiation_setup,specific,0.3631217289691162,True,1.0,,,,,,0,0
LLM-only,md-lammps-sim,specific,0.0,False,,,,,,,0,0
LLM-only,mechanowetting_traveling_wave_slug_transport,specific,0.0,False,0.0,,,,,,0,0
LLM-only,metavalent_bonding_probe,method_selection,0.8659203639934981,True,1.0,,,,,,0,0
LLM-only,metavalent_lattice_response,broad_diagnostic,0.23463936301137825,True,0.2,,,,,,0,0
LLM-only,micro_pl_setup_for_mn_hoip_pl,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,microfluidic_particle_manipulation_broad,broad_diagnostic,0.16759954500812732,True,0.0,,,,,,0,0
LLM-only,micropipette_aspiration_chmp,specific,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,microscope_camera_clearance,specific,0.7039180890341348,True,0.3333333333333333,,,,,,0,0
LLM-only,mnte-paoflow-postproc,specific,0.0,False,0.0,,,,,,0,0
LLM-only,moderate_pressure_plasma_diagnostics,method_selection,0.3615316105681776,True,0.0,,,,,,0,0
LLM-only,moke-interference-setup,specific,0.5027986350243819,True,0.16666666666666666,,,,,,0,0
LLM-only,moke_pump_probe_fgt,specific,0.7988805459902473,True,0.4,,,,,,0,0
LLM-only,mri_scanner_hn_t2,specific,0.4692787260227565,True,0.2,,,,,,0,0
LLM-only,multiferroics_domain_wall_imaging,broad_diagnostic,0.7039180890341348,True,0.0,,,,,,0,0
LLM-only,multiferroics_electromagnon_spectroscopy,method_selection,0.7653606369886218,True,0.3333333333333333,,,,,,0,0
LLM-only,multiferroics_magnetoelectric_response,broad_diagnostic,0.2274519745616758,True,0.0,,,,,,0,0
LLM-only,nanomax_operando_diffraction,specific,0.23463936301137825,True,0.0,,,,,,0,0
LLM-only,nanotech_visualize_np,method_selection,0.5307212739772436,True,0.3333333333333333,,,,,,0,0
LLM-only,nbs2_high_field_transport,specific,0.4692787260227565,True,0.25,,,,,,0,0
LLM-only,nexams-endstation,specific,0.04229741585226647,False,0.0,,,,,,0,0
LLM-only,niO_pt_strip_fabrication_setup,specific,0.4692787260227565,True,0.5,,,,,,0,0
LLM-only,nickel_mechanism_spectroscopy_setup,specific,1.0,True,0.5,,,,,,0,0
LLM-only,nmr-polyester-structural-confirmation,specific,0.08391719931063304,False,0.0,,,,,,0,0
LLM-only,nmr-polymer-structure,specific,0.4692787260227565,True,0.2,,,,,,0,0
LLM-only,nmr-reaction-monitoring-oxidation-diols,specific,0.7039180890341348,True,0.16666666666666666,,,,,,0,0
LLM-only,nmr_da_isomer_tracking,specific,0.5027986350243819,True,0.14285714285714285,,,,,,0,0
LLM-only,nonlocal-magnon,method_selection,0.033519909001625464,False,0.0,,,,,,0,0
