input_query_id,input_source_pdf_path,input_source_doi,input_source_is_review_paper,original_query,used_decomposition,num_subproblems_run,rank,equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,supporting_subproblem_ids,aliases,measurement_outputs,explanations,supporting_papers
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,1,single-crystal time-of-flight neutron diffractometer SENJU,neutron diffraction instrument,best_match,0.98,1,1,original_query,"SENJU | time-of-flight single-crystal neutron diffraction setup | single-crystal neutron diffractometer at MLF, J-PARC",magnetic Bragg reflections | reciprocal-space maps | diffraction intensity maps | propagation vectors,This instrument is explicitly described as being used for wide reciprocal-space mapping and for observing magnetic reflections after cooling. That directly matches the user's need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material.,Magnetic Order of Dresselhaus-type Antiferromagnet EuIr4In2Ge4 Studied by Single Crystal Neutron Diffraction (10.7566/JPSJ.95.053702)
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,2,thermal triple-axis spectrometer TAS-1,neutron triple-axis spectrometer,acceptable_alternative,0.88,1,1,original_query,TAS-1 | polarized triple-axis spectrometer,polarized neutron diffraction intensities | nuclear Bragg reflections | magnetic superlattice reflections,"This setup was used for further investigations of magnetic reflections and includes a Bragg reflection used for polarization calibration. It is relevant to diffraction on the same crystal, but it is less directly suited to reciprocal-space mapping than the TOF Laue setup.",Magnetic Order of Dresselhaus-type Antiferromagnet EuIr4In2Ge4 Studied by Single Crystal Neutron Diffraction (10.7566/JPSJ.95.053702)
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,3,single-crystal neutron diffractometer POLI,neutron diffractometer,acceptable_alternative,0.84,1,1,original_query,POLI | single-crystal neutron diffraction setup | hot-neutron single-crystal diffractometer,magnetic Bragg reflections | thermal evolution of diffraction peaks | magnetic satellites,"The query asks about the physical instrument/setup used for diffraction measurement. POLI was explicitly used for non-polarized diffraction to study magnetic Bragg reflections, though the chunk does not indicate reciprocal-space mapping as clearly as SENJU does.",Direct control of magnetic chirality in NdMn2O5 by external electric field (10.1103/PhysRevB.101.064425)
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,4,thermal neutron diffractometer TriCS,neutron diffractometer,acceptable_alternative,0.79,1,1,original_query,TriCS | thermal neutron diffractometer,Bragg reflections | hkl scans | instrumental resolution around reciprocal-space points,"TriCS was used for hkl scans and reflection measurements on a single crystal, which is relevant to diffraction-based magnetic structure work. However, the chunk emphasizes selected reflection scans rather than broad reciprocal-space mapping.",Magnetic phase diagram of the quantum spin chain compound SrCo2V2O8: a single-crystal neutron diffraction study (10.1088/1367-2630/ab2b7a)
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,5,cold triple-axis spectrometer RITA-II,neutron triple-axis spectrometer,acceptable_alternative,0.77,1,1,original_query,RITA-II | cold triple-axis spectrometer | PSD-based triple-axis neutron diffraction setup,diffraction pattern | field dependence of a reflection | elastic scattering signal,"This setup was used to measure a diffraction pattern and field dependence of a magnetic reflection on a single crystal. It is relevant, but it is not the clearest match for reciprocal-space mapping after field cooling.",Magnetic phase diagram of the quantum spin chain compound SrCo2V2O8: a single-crystal neutron diffraction study (10.1088/1367-2630/ab2b7a)
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,1,fluorescence imaging system,optical imaging platform,best_match,0.99,1,1,original_query,fluorescence molecular imaging system | fluorescence imaging device | FMI system,fluorescence intensity images | field of view | spatial resolution | depth of field | dynamic range | linearity,"This is the central physical equipment for comparing fluorescence molecular imaging platforms in surgery and interventions. The chunks explicitly state that reporting should cover the imaging device/system, its hardware components, and acquisition parameters such as excitation wavelength, illumination power, detector specs, and user settings.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,2,intraoperative fluorescence-guided surgery system,surgical imaging system,best_match,0.93,1,2,original_query,intraoperative fluorescence imaging system | open-field fluorescence guided surgery system,real-time fluorescence visualization | tumor margin delineation | lesion detection | sentinel lymph node mapping,"The query is about surgery and interventions, and the chunks explicitly discuss intraoperative fluorescence imaging for surgical precision and performance reporting. This is a direct clinical platform category relevant to the comparison task.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8) | Fluorescence molecular imaging systems for intraoperative image-guided surgery (10.1080/05704928.2017.1323311)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,3,endoscopic fluorescence imaging system,endoscopic imaging system,acceptable_alternative,0.84,1,1,original_query,fluorescence molecular endoscopy system | endoscopic system,fluorescence images | field of view | penetration depth | distortion | spatial resolution,"Endoscopic fluorescence platforms are explicitly mentioned as examples of systems for which hardware and acquisition parameters should be reported. It is relevant to interventions, though not as directly as the general fluorescence imaging system category.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,4,camera,detector/imaging component,supporting_but_not_ideal,0.79,1,1,original_query,fluorescence camera | imaging camera,fluorescence image acquisition | gain | exposure time | frame rate | working distance | viewing angle,"The chunks specify camera-related acquisition parameters and positioning as part of reporting. This is relevant hardware, but it is a component of the broader imaging system rather than a stand-alone platform.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
dnaJB8-hsp70-fp,data/interim/pdfs/Regulatory_inter-domain_interactions_influence_Hsp70_recruitment_to_the_DnaJB8_chaperone.pdf,10.1038/s41467-021-21147-x,False,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",False,1,1,fluorescence polarization assay setup,fluorescence analyzer,best_match,0.99,1,1,original_query,FP binding assay | fluorescence polarization instrument | polarization reader,fluorescence polarization signal | binding curves / apparent affinity changes | competition-induced shifts in polarization,"This is the exact assay used to test direct binding of the DnaJB8 J-domain to HspA1A/Hsp70 and to measure whether CTD competes with that interaction. The chunks explicitly describe using FITC-labeled JD, titration with HspA1A, and competition preincubated with CTD.",Regulatory inter-domain interactions influence Hsp70 recruitment to the DnaJB8 chaperone (10.1038/s41467-021-21147-x)
osc_morphology_giwaxs,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,10.1039/d0ee00714e,False,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,False,1,1,film morphology characterization instrument,materials characterization instrument,best_match,0.86,1,3,original_query,morphology characterization setup | film morphology characterizations,film morphology | molecular packing / ordering | phase separation / domain size | crystallinity,"The query asks how to verify changes in active-layer packing and phase segregation. The provided chunks explicitly say these effects were assessed through 'film morphology characterizations' and 'ordered molecular packing' / 'phase separation' in the active layer. However, the chunks do not name a specific physical instrument, only the characterization category, so this is the closest explicit evidence available.",Thermodynamic Phase Transition of Three-Dimensional Solid Additive Guiding Molecular Assembly for Efficient Organic Solar Cells. (10.1002/anie.202308367) | Suppression of Charge Recombination Induced by Solid Additive Assisting Organic Solar Cells with Efficiency over 20% (10.1002/adma.202504396) | Thickness‐Insensitive Organic Solar Cells with 19.61% Efficiency Processed from All‐Hydrocarbon Solvent and Solid Additive (10.1002/adfm.202503096)
afm-grease-microstructure,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,10.1007/s11249-024-01878-w,False,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,False,1,1,atomic force microscope,microscope,best_match,0.81,1,1,original_query,AFM,surface topography | nanoscale morphology | microstructural features,The query asks for nanoscale imaging of fresh lithium grease microstructure to confirm the fibrous thickener network. AFM is explicitly mentioned in the provided chunks as being used for lubricating greases and is the closest physical instrument named for high-resolution microstructural characterization.,Studies of the Kinetics of Lithium Grease Microstructure Regeneration by Means of Dynamic Oscillatory Rheological Tests and FTIR–ATR Spectroscopy (10.1007/s11249-014-0390-4)
afm-grease-microstructure,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,10.1007/s11249-024-01878-w,False,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,False,1,2,scanning electron microscope,microscope,acceptable_alternative,0.62,1,2,original_query,SEM,micrographs | surface morphology | particle morphology,"SEM is explicitly mentioned in the chunks and is a standard imaging tool for microstructure characterization. However, the provided evidence ties it mainly to nanoparticle morphology and worn surfaces rather than directly to fresh grease nanoscale fibrous network imaging.","TiO2 and CeO2 nanoparticles as lithium complex grease additives for enhanced lubricity (10.1108/ilt-09-2023-0291) | Decision letter for ""Tribological study of TiO2 nanoparticles modified with stearic acid as additives in lithium grease"" (10.1108/ilt-03-2021-0060/v1/decision1)"
pef_barrier_measurement,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,,True,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",False,1,1,gas permeability / permeation measurement system,barrier testing instrument,best_match,0.96,1,1,original_query,gas barrier tester | permeation analyzer,oxygen permeability | carbon dioxide permeability | permeation performance,"The query asks for direct measurements of oxygen and CO2 barrier performance for a PEF film versus PET. The chunks explicitly discuss experimental assessment of permeation performance and oxygen/carbon dioxide barrier properties, which points to a gas permeability/permeation testing instrument as the needed specialized equipment.",Gas barrier properties of furan-based polyester films analyzed experimentally and by molecular simulations (10.1016/j.polymer.2021.124200)
acoustic_particles_diagnostic,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,,True,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",False,1,1,rapid electrokinetic patterning system,microfluidic electrokinetic manipulation system,best_match,0.98,1,1,original_query,REP | rapid electrokinetic patterning | opto-electric manipulation in microfluidics,cell trapping and deposition | custom cell patterning | microfluidic manipulation,"The chunks explicitly describe REP as a non-contact micro-manipulation tool for fragile biological cells, used to trap and deposit cells in custom patterns. This directly matches the user's need for a label-free, non-contact way to separate, wash, or pattern fragile cells in a microfluidic channel.",Optically induced electrothermal microfluidic tweezers in bio-relevant media (10.1038/s41598-023-35722-3)
acoustic_particles_diagnostic,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,,True,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",False,1,2,surface acoustic wave acoustic tweezers,acoustofluidic manipulation system,acceptable_alternative,0.86,1,3,original_query,acoustic tweezers | SAW-driven acoustic tweezers | travelling surface acoustic wave tweezers | tri-directional symmetrical acoustic tweezers,cell trapping | trajectory control | particle/cell steering,"The chunks explicitly state that acoustic tweezers provide contactless manipulation and are used to trap and steer cells or microparticles in biological and microfluidic applications. They are relevant to non-contact manipulation, though the provided evidence emphasizes trajectory control and trapping more than washing/separation.",Programmable motion control and trajectory manipulation of microparticles through tri-directional symmetrical acoustic tweezers. (10.1039/d2lc00046f) | Surface-acoustic-wave driven silicon microfluidic chips for acoustic tweezing of motile cells and viscoelastic microbeads (None) | Surface-Acoustic-Wave-Driven Acoustic Tweezing in a Silicon Microfluidic Chip (10.1109/TUFFC.2025.3581642)
tmd_spin_valley_laser,data/interim/pdfs/Atomically_thin_transition_metal_dichalcogenide_nanolasers__Challenges_and_opportunities.pdf,,True,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,False,1,1,spectrometer,optical emission spectroscopy instrument,best_match,0.97,1,2,original_query,photoluminescence spectrometer | PL spectrometer | Andor Kymera 193i,emission spectrum | wavelength-dependent intensity,"The query asks what instrument family should be used to characterize emitted light in a TMD laser experiment. A spectrometer is directly suitable for measuring emission spectra and, when combined with polarization optics, can support circularly polarized photoluminescence characterization relevant to spin-valley selectivity.",Bright circularly polarized photoluminescence in chiral layered hybrid lead-halide perovskites (10.1126/sciadv.adh5083) | Visualizing Nanoscale Valley Polarization in Transition Metal Dichalcogenides Using Tip-Enhanced Circularly Polarized Photoluminescence Imaging. (10.1021/acs.nanolett.5c04254)
tmd_spin_valley_laser,data/interim/pdfs/Atomically_thin_transition_metal_dichalcogenide_nanolasers__Challenges_and_opportunities.pdf,,True,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,False,1,2,circularly polarized photoluminescence imaging system,polarization-resolved optical imaging system,acceptable_alternative,0.92,1,1,original_query,TECPPL imaging system | tip-enhanced circularly polarized photoluminescence imaging,circular polarization degree | spatially resolved valley polarization | photoluminescence intensity map,"This is highly relevant to spin-valley-selective emission characterization in TMDs and directly targets valley polarization, but it is a specialized imaging approach rather than the broad instrument family most generally used to characterize emitted light.",Visualizing Nanoscale Valley Polarization in Transition Metal Dichalcogenides Using Tip-Enhanced Circularly Polarized Photoluminescence Imaging. (10.1021/acs.nanolett.5c04254)
tmd_spin_valley_laser,data/interim/pdfs/Atomically_thin_transition_metal_dichalcogenide_nanolasers__Challenges_and_opportunities.pdf,,True,I am trying to build a TMD laser experiment where I can check for circularly polarized emission and spin-valley selectivity. What instrument family should I use to characterize the emitted light?,False,1,3,scientific complementary metal-oxide semiconductor camera,scientific imaging detector,supporting_but_not_ideal,0.82,1,2,original_query,sCMOS camera | Andor Zyla 5.5,2D optical images | detected emission intensity,"This detector is mentioned as part of the emission-collection setup, but by itself it does not characterize circular polarization or spin-valley selectivity. It supports emission measurement rather than directly solving the query.",Bright circularly polarized photoluminescence in chiral layered hybrid lead-halide perovskites (10.1126/sciadv.adh5083) | Visualizing Nanoscale Valley Polarization in Transition Metal Dichalcogenides Using Tip-Enhanced Circularly Polarized Photoluminescence Imaging. (10.1021/acs.nanolett.5c04254)
tdEV_identity_multimodal,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,,True,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",False,1,1,atomic force microscope,scanning probe microscope,best_match,0.98,1,4,original_query,AFM | atomic force microscopy,morphology | size/height/aspect ratio | mechanical properties / nanomechanical attributes | force-separation curves,"The chunks explicitly show AFM being used to visualize EV morphology, measure size/height/aspect ratio, and assess mechanical properties such as deformability via force-based modes and nanoindentation. This directly matches the user's need to confirm morphology, size, and deformability on a functionalized substrate.","Automated morphological classification and quantification of cerebrospinal fluid extracellular vesicles via AFM and machine learning (10.1039/d5na00665a) | Unveiling the Native Morphology of Extracellular Vesicles from Human Cerebrospinal Fluid by Atomic Force and Cryogenic Electron Microscopy (10.3390/biomedicines10061251) | Unraveling the mysteries of extracellular vesicles with atomic force microscopy: a cutting-edge tool for insights into the microcosm. (10.1039/d5ay00195a) | An Investigation to Study Morphology, Nanomechanical Attributes, Transcriptomics, and Proteomics of Tumor Associated Macrophages Derived Extracellular Vesicles in the Tumor Microenvironment (10.30683/1927-7229.2026.15.04)"
tdEV_identity_multimodal,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,,True,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",False,1,2,peak force quantitative nanomechanical mapping AFM mode,AFM mode / nanomechanical mapping setup,best_match,0.93,1,1,original_query,PF-QNM | PeakForce QNM,topography | mechanical property maps | nanomechanical parameters,"The user asks for deformability in addition to morphology and size. The chunks explicitly identify PF-QNM as a complementary method for nanomechanical parameters, making it highly relevant for deformability assessment.","An Investigation to Study Morphology, Nanomechanical Attributes, Transcriptomics, and Proteomics of Tumor Associated Macrophages Derived Extracellular Vesicles in the Tumor Microenvironment (10.30683/1927-7229.2026.15.04)"
tdEV_identity_multimodal,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,,True,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",False,1,3,nanoindentation setup using AFM,mechanical testing setup,best_match,0.91,1,1,original_query,AFM nanoindentation | nanoindentation,force-separation curves | stiffness / elastic response | deformability-related mechanical parameters,"Nanoindentation is explicitly used in the chunks for nanomechanical characterization of EVs. It directly supports the user's deformability requirement, though it is narrower than full multimodal imaging.","An Investigation to Study Morphology, Nanomechanical Attributes, Transcriptomics, and Proteomics of Tumor Associated Macrophages Derived Extracellular Vesicles in the Tumor Microenvironment (10.30683/1927-7229.2026.15.04)"
