input_query_id,input_source_pdf_path,input_source_doi,input_source_is_review_paper,original_query,used_decomposition,num_subproblems_run,rank,equipment_name,equipment_type,best_relevance_label,max_confidence_score,num_supporting_subproblems,num_supporting_papers,supporting_subproblem_ids,aliases,measurement_outputs,explanations,supporting_papers
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,4,Cryomagnet,magnetic-field cryogenic sample environment,supporting_but_not_ideal,0.9,1,1,original_query,cryomagnet delivering 9 T | standard cryomagnet,applied magnetic field | field-cooled sample state,"Relevant as the field-cooling setup, but it is not the diffraction instrument itself. It supports the measurement conditions rather than performing the diffraction.",Single crystal polarized neutron diffraction study of the magnetic structure of HoFeO3 (10.1088/1361-648X/aa7db9)
sr3fe2o7_neutron_diffraction_setup,data/interim/pdfs/Reentrant_multiple-q_magnetic_order_and_a__spin_meta-cholesteric__phase_in_Sr3Fe2O7.pdf,10.1038/s41535-024-00698-4,False,I need to determine magnetic Bragg reflections and reciprocal-space maps for a single-crystal magnetic material after field cooling. What physical instrument/setup was used for the diffraction measurement?,False,1,5,SENJU TOF-Laue neutron single-crystal diffractometer,time-of-flight neutron single-crystal diffractometer,supporting_but_not_ideal,0.72,1,1,original_query,SENJU | TOF-Laue neutron single crystal diffractometer,3D reciprocal-space coverage | Bragg reflections | magnetic reflections,"This instrument is explicitly designed to measure a large 3D reciprocal space and magnetic structures, which is relevant to reciprocal-space maps. However, the provided chunk is about general instrument capability rather than the specific field-cooled diffraction measurement in the query.",Application of machine learning and kernel density estimation for efficient data treatment on single-crystal diffraction data (10.1107/S0108767321086062)
dnaJB8-hsp70-fp,data/interim/pdfs/Regulatory_inter-domain_interactions_influence_Hsp70_recruitment_to_the_DnaJB8_chaperone.pdf,10.1038/s41467-021-21147-x,False,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",False,1,1,fluorescence polarization assay instrument,fluorescence reader / binding assay instrument,best_match,0.98,1,1,original_query,FP assay setup | fluorescence polarization reader,fluorescence polarization | binding curves | apparent binding affinity | competition delay / shift,"The chunks explicitly describe an FP binding assay used to test JD-HspA1A binding and CTD competition, which directly matches the user's need to use the same physical assay setup.",Regulatory inter-domain interactions influence Hsp70 recruitment to the DnaJB8 chaperone (10.1038/s41467-021-21147-x)
dnaJB8-hsp70-fp,data/interim/pdfs/Regulatory_inter-domain_interactions_influence_Hsp70_recruitment_to_the_DnaJB8_chaperone.pdf,10.1038/s41467-021-21147-x,False,"A protein biophysics lab wants to test whether a DnaJB8 J-domain construct directly binds Hsp70 and whether the CTD competes with that interaction, using the same physical assay setup as the paper.",False,1,2,FITC-labeled fluorescence binding assay reagents,fluorescent labeling / binding assay component,supporting_but_not_ideal,0.88,1,1,original_query,FITC-labeled JD | fluorescently labeled JD,fluorescent polarization signal | binding/competition titration curves,This is central to the assay workflow but is not a standalone instrument; it enables the fluorescence polarization measurements used to test binding and competition.,Regulatory inter-domain interactions influence Hsp70 recruitment to the DnaJB8 chaperone (10.1038/s41467-021-21147-x)
osc_morphology_giwaxs,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,10.1039/d0ee00714e,False,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,False,1,1,grazing-incidence wide-angle X-ray scattering,X-ray scattering instrument,best_match,0.99,1,3,original_query,GIWAXS,crystalline packing structure | molecular orientation / orientational order | peak positions and scattering patterns | domain ordering / crystallinity,"The chunks explicitly state that GIWAXS was used to reveal crystalline packing structure and molecular ordering in the active layer, which directly addresses whether a fullerene additive changed packing. It is the strongest physical instrument mentioned for structural characterization relevant to the query.",Revealing the Crystalline Packing Structure of Y6 in the Active Layer of Organic Solar Cells: The Critical Role of Solvent Additives (10.1039/d3ta05177c) | 15.34% efficiency all-small-molecule organic solar cells with an improved fill factor enabled by a fullerene additive (10.1039/d0ee00714e) | Revealing the Effect of Solvent Additive Selectivity on Morphology and Formation Kinetics in Printed Non‐fullerene Organic Solar Cells at Ambient Conditions (10.1002/aenm.202404724)
osc_morphology_giwaxs,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,10.1039/d0ee00714e,False,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,False,1,2,transmission electron microscope,electron microscope,acceptable_alternative,0.86,1,1,original_query,TEM,nanoscale morphology images | domain size / phase contrast | microstructure visualization,"TEM is explicitly mentioned as being used to characterize morphology changes in the fullerene-additive system, including comparison of films with and without PC71BM. It can help assess phase segregation, but it is less direct than GIWAXS for packing/orientation.",15.34% efficiency all-small-molecule organic solar cells with an improved fill factor enabled by a fullerene additive (10.1039/d0ee00714e)
osc_morphology_giwaxs,data/interim/pdfs/15_34__efficiency_all-small-molecule_organic_solar_cells_with_an_improved_fill_factor_enabled_by_a_fullerene_additive.pdf,10.1039/d0ee00714e,False,I need to verify whether adding a fullerene additive has changed the active-layer packing and phase segregation in an organic solar-cell blend. What physical instrument should I use?,False,1,3,atomic force microscope,surface imaging instrument,acceptable_alternative,0.83,1,1,original_query,AFM,surface topography | roughness | nanoscale morphology,"AFM is explicitly mentioned alongside TEM and GIWAXS in the fullerene-additive paper. It can support morphology assessment related to phase segregation, but it does not directly determine crystalline packing as well as GIWAXS.",15.34% efficiency all-small-molecule organic solar cells with an improved fill factor enabled by a fullerene additive (10.1039/d0ee00714e)
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,1,fluorescence imaging system,fluorescence molecular imaging system,best_match,0.98,1,2,original_query,dedicated imaging setup | fluorescence imaging platform | commercial fluorescence imaging system,fluorescence signal images | image acquisition parameters | system hardware specifications,"This is the central equipment type for comparing fluorescence molecular imaging platforms in surgery and interventions. The chunks explicitly state that reporting should include the imaging system, and that these systems are used to visualize fluorescent agents during surgical procedures.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8) | Intraoperative fluorescence molecular imaging accelerates the coming of precision surgery in China (10.1007/s00259-022-05730-y)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,2,custom-built fluorescence imaging system,fluorescence imaging system,best_match,0.94,1,1,original_query,custom-build system | research prototype fluorescence imaging system,excitation wavelength range | illumination power | filter transmission characteristics | objective lens f-number,"The query asks for hardware and acquisition settings to report. The chunks explicitly distinguish custom-built systems and specify the hardware details that should be documented, making this highly relevant for platform comparison.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,3,fluorescence-guided surgery system,surgical imaging system,best_match,0.91,1,2,original_query,intraoperative fluorescence molecular imaging device | surgical fluorescence imaging system,real-time fluorescence visualization | surgical field imaging | margin delineation,"This equipment is directly tied to the user's focus on surgery and interventions. The chunks describe intraoperative FMI devices used in endoscopy, laparoscopy, and open surgery, which are the platform class to compare.","Intraoperative fluorescence molecular imaging accelerates the coming of precision surgery in China (10.1007/s00259-022-05730-y) | Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,4,endoscopic fluorescence imaging system,endoscopic imaging system,acceptable_alternative,0.82,1,2,original_query,fluorescence molecular endoscopy system | endoscopy fluorescence device,endoscopic fluorescence images | mucosal margin visualization,"Relevant because the query includes interventions and surgery, and the chunks explicitly mention endoscopic fluorescence use. It is a specialized surgical platform, though narrower than the general FMI platform category.","Intraoperative fluorescence molecular imaging accelerates the coming of precision surgery in China (10.1007/s00259-022-05730-y) | Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,5,open-field fluorescence guided surgery system,surgical imaging system,acceptable_alternative,0.79,1,1,original_query,open-field fluorescence imaging system | open surgery fluorescence system,open-field fluorescence images | system performance characterization,"This is explicitly referenced in the reporting-guidelines paper as a class of systems for characterization and comparison. It is relevant, but narrower than the broader FMI platform category requested in the query.","Reflect: reporting guidelines for preclinical, translational and clinical fluorescence molecular imaging studies (10.1038/s44303-025-00125-8)"
fmi_system,data/interim/pdfs/Reflect__reporting_guidelines_for_preclinical__translational_and_clinical_fluorescence_molecular_imaging_studies.pdf,,True,"I need to compare fluorescence molecular imaging platforms for surgery and interventions, including the hardware and acquisition settings I should report.",False,1,6,laparoscopic fluorescence imaging system,laparoscopic surgical imaging system,acceptable_alternative,0.76,1,1,original_query,laparoscopic FMI device | laparoscopy fluorescence system,laparoscopic fluorescence images | intraoperative lesion visualization,"Explicitly mentioned as a clinical use case of intraoperative FMI devices. Relevant to surgical/interventional platform comparison, but more specific than the general reporting target.",Intraoperative fluorescence molecular imaging accelerates the coming of precision surgery in China (10.1007/s00259-022-05730-y)
afm-grease-microstructure,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,10.1007/s11249-024-01878-w,False,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,False,1,1,atomic force microscope,microscope,best_match,0.97,1,1,original_query,AFM | atomic force microscopy,nanoscale topography | microstructure images | fibrous network morphology,This is the clearest equipment mentioned for directly imaging the fresh and aged lithium grease microstructure and relating it to the fibrous thickener network. It is explicitly tied to observing microstructure variation in the grease.,A Model for Shear Degradation of Lithium Soap Grease at Ambient Temperature (10.1080/10402004.2016.1272730)
afm-grease-microstructure,data/interim/pdfs/A_Coarse_Grained_Molecular_Dynamics_Model_for_the_Simulation_of_Lubricating_Greases.pdf,10.1007/s11249-024-01878-w,False,I need to image the fresh lithium grease microstructure at the nanoscale so I can confirm the fibrous thickener network before doing rheology tests.,False,1,2,scanning electron microscope,microscope,acceptable_alternative,0.9,1,1,original_query,SEM | scanning electron microscopy,microstructure images | network mesh size | filament morphology,"SEM is explicitly used to analyze grease structure and network mesh sizes down to the ~100 nm scale, making it relevant for checking the thickener network, though it is not as directly nanoscale-appropriate as AFM for fresh grease microstructure.","Effect of Base Oil and Thickener on Texture and Flow of Lubricating Greases: Insights from Bulk Rheometry, Optical Microrheology and Electron Microscopy (10.3390/lubricants10040055)"
acoustic_particles_diagnostic,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,,True,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",False,1,1,focused traveling surface acoustic wave acoustofluidic chip,acoustofluidic microfluidic chip,best_match,0.98,1,1,original_query,FTSAW-based acoustofluidic chip | focused traveling surface acoustic wave-based chip | label-free cell sorting acoustofluidic chip,cell sorting outcome | separation purity | cell viability,"This is explicitly described as label-free and non-contact, and it is designed for precise cell sorting/separation in a microchannel, matching the user's need to separate fragile cells without physical contact or labels.",Focused traveling surface acoustic wave-based acoustofluidic chip for label-free cell sorting. (10.1039/d5an01350j)
acoustic_particles_diagnostic,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,,True,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",False,1,2,standing surface acoustic wave microfluidic device,acoustofluidic microfluidic device,acceptable_alternative,0.92,1,3,original_query,SSAW device | standing surface acoustic waves generated by interdigital transducers | acoustofluidic separation device,cell separation efficiency | cell recovery rate | cell trajectory displacement,"Explicitly supports label-free, sheathless cell separation in microfluidic channels and is a good non-contact option for fragile cells. It is slightly less specific than the focused traveling SAW chip for the exact user need.",Investigation on a cascaded inertial and acoustic microfluidic device for sheathless and label-free separation of circulating tumor cells (10.1063/5.0160391) | Design and simulation of Point of Care microfluidic device for acoustic blood cell separation (10.3390/ecsa-7-08221) | Ultrasound-assisted microfluidic cell separation: A study on microparticles for enhanced cancer diagnosis (10.1063/5.0243667)
acoustic_particles_diagnostic,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,,True,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",False,1,3,viscoelastic microfluidic cell washing and separation device,microfluidic separation/washing system,acceptable_alternative,0.89,1,3,original_query,closed-loop separation and concentration device | co-flow cell-washing device | multifunctional integrated microfluidic cell purifier,cell concentration factor | washing performance | cell recovery | Ct after washing,"This directly addresses separation and washing in microchannels, but the evidence does not show non-contact physical actuation in the same sense as acoustic methods; it is still a relevant specialized microfluidic apparatus for fragile cells.",Separation and Washing of Candida Cells from White Blood Cells Using Viscoelastic Microfluidics (10.3390/mi14040712) | All-in-one efficient label-free cell washing and separation using a multifunctional integrated microfluidic cell purifier: μMCP (10.1016/j.seppur.2025.134246) | Efficient Extraction of White Blood Cells Using Modular Inertial Microfluidics. (10.1021/acs.analchem.5c00160)
acoustic_particles_diagnostic,data/interim/pdfs/A_concise_review_of_microfluidic_particle_manipulation_methods.pdf,,True,"My sample contains fragile cells and I want a non-contact way to separate, wash, or pattern them in a microfluidic channel without relying on labels or physical contact. What equipment should I use?",False,1,4,traveling surface acoustic wave microfluidic actuator,acoustofluidic microfluidic actuator,acceptable_alternative,0.87,1,1,original_query,TSAW-based micropiezoactuator | traveling surface acoustic wave-based microfluidic method | gold interdigitated transducer on LiNbO3 piezoelectric substrate,lysis efficiency | nucleic acid/protein extraction efficiency,"This device is explicitly non-contact and microfluidic, but the cited application is cell lysis rather than separation, washing, or patterning. It is relevant as a physical non-contact cell-manipulation platform, though not the clearest match for the user's task.",A traveling surface acoustic wave-based micropiezoactuator: A tool for additive- and label-free cell lysis. (10.1063/5.0209663)
pef_barrier_measurement,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,,True,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",False,1,1,oxygen permeability measurement device,gas permeability analyzer,best_match,0.98,1,1,original_query,M/L 2/21 Mocon device,oxygen transmission rate (OTR) | oxygen permeability,"This directly measures oxygen barrier performance, which is one of the key differentiators in the query for comparing PEF against PET films.","Relationship Between Crystallization, Mechanical and Gas Barrier Properties of Poly(ethylene furanoate) (PEF) in Multinanolayered PLA-PEF and PET-PEF Films (10.25518/ESAFORM21.1589)"
pef_barrier_measurement,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,,True,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",False,1,2,carbon dioxide permeability measurement setup,gas permeability analyzer,best_match,0.92,1,1,original_query,,CO2 solubility | CO2 diffusion coefficient | CO2 permeability,This is directly relevant because the query specifically asks for direct CO2 barrier measurements to confirm performance differences between PEF and PET.,Gas barrier properties of furan-based polyester films analyzed experimentally and by molecular simulations (10.1016/j.polymer.2021.124200)
pef_barrier_measurement,data/interim/pdfs/A_Perspective_on_PEF_Synthesis__Properties__and_End-Life.pdf,,True,"I need to compare a new PEF film against PET because the packaging team says oxygen and CO2 barrier performance is the key differentiator, but we need direct measurements to confirm it.",False,1,3,gas barrier testing system,gas transmission analyzer,acceptable_alternative,0.73,1,2,original_query,permeation measurement setup | gas transmission measurement system,gas transmission rate | barrier performance,"The chunks show direct gas-barrier measurements on PEF and PET films, but the specific setup is not fully named for both gases. This is relevant as a general physical testing category, though less specific than the oxygen or CO2-focused instruments.","Gas barrier properties of furan-based polyester films analyzed experimentally and by molecular simulations (10.1016/j.polymer.2021.124200) | Relationship Between Crystallization, Mechanical and Gas Barrier Properties of Poly(ethylene furanoate) (PEF) in Multinanolayered PLA-PEF and PET-PEF Films (10.25518/ESAFORM21.1589)"
small_vesicle_nanomech,data/interim/pdfs/Active_probing_of_the_mechanical_properties_of_biological_and_synthetic_vesicles.pdf,,True,I have submicrometer extracellular vesicles and small liposomes and need a physical instrument that can measure their stiffness or bending rigidity without relying on optical observation alone.,False,1,1,Atomic force microscope,surface nanomechanical measurement instrument,best_match,0.98,1,3,original_query,AFM | atomic force microscopy,force curves | bending modulus | mechanical properties | stability changes,"Explicitly reported as measuring bending modulus/membrane rigidity of small liposomes, including submicrometer sizes, and does not rely on optical observation alone.","Size-Dependent Mechanical Property Measurement of 1,2-dioleoyl-SN-3-phosphocholine Liposome Using Atomic Force Microscopy (10.1166/jbt.2023.3315) | Mechanical properties and stability measurement of cholesterol-containing liposome on mica by atomic force microscopy. (10.1016/J.JCIS.2004.05.042) | Atomic Force Microscopic Analysis of the Effect of Lipid Composition on Liposome Membrane Rigidity. (10.1021/acs.langmuir.6b00741)"
tdEV_identity_multimodal,data/interim/pdfs/Cancer-id__Toward_identification_of_cancer_by_tumor-derived_extracellular_vesicles_in_blood.pdf,,True,"I have captured extracellular vesicles on a functionalized substrate and want to confirm their morphology, size, deformability, and chemical identity rather than relying on a single readout. What instrument setup should I use?",False,1,1,Raman spectrometer,spectroscopy system,best_match,0.99,1,2,original_query,Raman spectroscopy | Raman microscope | INTEGRASpec,chemical fingerprint | molecular composition | lipid/protein bands | protein-to-lipid ratio,Explicitly used for extracellular vesicle chemical fingerprinting and composition analysis; this directly addresses chemical identity.,"Immuno-capture of extracellular vesicles for individual multi-modal characterization using AFM, SEM and Raman spectroscopy (10.1039/c9lc00081j) | Characterization of Extracellular Vesicles by Sulfophosphovanillin Colorimetric Assay and Raman Spectroscopy (10.31083/j.fbl2910366)"
